,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,259,Siam Swana,"359/1 Soi Phayanak, Phetchaburi Road, Phayathai, Phaya Thai, 10400 Bangkok, Thailand",3-star hotel,7.7,BTS-Ratchathewi 0.2 km; The Jim Thompson House 0.3 km; Bangkok Art & Culture Centre 0.6 km; BTS-National Stadium 0.6 km; Madame Tussauds Bangkok 0.6 km; Siam Center 0.7 km; BTS-Phaya Thai 0.7 km; Phaya Thai Station 0.8 km; KidZania Bangkok 0.8 km; Pantip Plaza 0.8 km; Sushi Masa 0 km; Don Muang Airport 20.3 km; Suvarnabhumi Airport 24.7 km; SEA LIFE Bangkok Ocean World 0.9 km; MBK Shopping Mall 0.9 km; Gaysorn Shopping Mall 1.4 km; Amarin Plaza 1.5 km; Siam Discovery 1.8 km; Central Embassy 2 km; Temple of the Golden Mount 2.5 km; Lumpini Park 2.6 km; Grand Palace 4.1 km; Wat Arun 4.6 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Spa; Family rooms; Free parking; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,260,Salil Hotel Sukhumvit Soi 11,"21/4 Soi Sukhumvit 11(Chaiyos), Sukhumvit Road, Klongton Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,7.9,Sukhumvit Soi 11 0.1 km; BTS-Nana 0.3 km; Arab Street 0.3 km; Embassy of Sweden 0.4 km; Wattana Church 0.4 km; Soi Nana 0.5 km; Krungthai Bank Head Office 0.5 km; Bumrungrad International Hospital 0.5 km; Korean Town 0.5 km; Health Land Asoke 0.6 km; 8onEleven 0 km; Villa Market 0.1 km; Climax 0.2 km; Above Eleven 0.3 km; Don Muang Airport 20.3 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.6 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 2.1 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.9 km; Temple of the Golden Mount 5.5 km; Grand Palace 7 km; Wat Arun 7.3 km; Mega Bangna 17.1 km; ,Airport shuttle; Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,261,Royal Suite Hotel Bangkok,"135/6 Soi Soonvijai 14, New Petchburi-Rama 9 Rd., Bangkapi, Huai Khwang, 10310 Bangkok, Thailand",4-star hotel,8.2,Ramkhamhaeng Station 0.6 km; The Mall Shopping Center Bangkapi 1.4 km; Bangkok Hospital 1.6 km; Camillian Hospital 1.8 km; Piyavate Hospital 2 km; Ramkhamhaeng University 2.1 km; The Commons 2.3 km; SeenSpace 2.4 km; Thonglor Nightlife Area 2.5 km; Health Land Ekkamai 2.5 km; The Mall shopping center 5 km; Emporium shopping center 20 km; Suvarnabhumi Airport 17.6 km; Don Muang Airport 19.2 km; Arab Street 4.9 km; Central Embassy 5.6 km; Amarin Plaza 6.2 km; Gaysorn Shopping Mall 6.2 km; Central Festival EastVille 6.4 km; MBK Shopping Mall 7.4 km; Temple of the Golden Mount 9.9 km; Grand Palace 11.5 km; Wat Arun 11.9 km; Mega Bangna 14.2 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,262,Citadines Sukhumvit 11 Bangkok,"22/22 Soi Sukhumvit 11, Sukhumvit Road, Klongtoey-Nua, Wattana, 10110 Bangkok, Thailand",4 stars,8.4,Sukhumvit Soi 11 0.2 km; BTS-Nana 0.4 km; Arab Street 0.4 km; Embassy of Sweden 0.4 km; Bumrungrad International Hospital 0.5 km; Krungthai Bank Head Office 0.5 km; Wattana Church 0.5 km; Soi Nana 0.6 km; Health Land Asoke 0.6 km; Korean Town 0.6 km; Mulligan's Irish Pub and Restaurant 0 km; LEVELS CLUB 0 km; 7-Eleven 0.2 km; Don Muang Airport 20.2 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.7 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 2.1 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.9 km; Temple of the Golden Mount 5.5 km; Grand Palace 7.1 km; Wat Arun 7.4 km; Mega Bangna 17.1 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Family rooms; Free parking; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,263,Theatre Residence,"69/8 Soi Wat Rakang, Siriraj Bangkok Noi, 10700 Bangkok, Thailand",4-star hotel,8.8,Patravadi Theatre 0 km; Tha Chang Pier 0.3 km; Wang Lang Pier - Siriraja 0.3 km; Tha Maharaj 0.3 km; Maharaj Pier 0.4 km; Silpakorn University - Wang Tha Phra Campus 0.4 km; Mahachulalongkornrajavidyalaya University 0.5 km; Wat Mahatat Yuwarajrangsarit 0.5 km; Siriraj Hospital 0.6 km; Thonburi Hospital 0.7 km; Wanglang Market 0.1 km; Chaopraya River 0.1 km; Don Muang Airport 22.4 km; Suvarnabhumi Airport 29.4 km; Grand Palace 0.7 km; Bangkok National Museum 0.8 km; Temple of the Emerald Buddha 0.8 km; Wat Arun 1.1 km; Khao San Road 1.3 km; Temple of the Golden Mount 2.2 km; Dusit Palace 3.7 km; MBK Shopping Mall 4.8 km; Bangkok Art & Culture Centre 4.8 km; Central Embassy 6.6 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; WiFi in all areas; Facilities for disabled guests; Room service; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,264,Pathumwan Princess Hotel,"444 MBK Centre, Phayathai Road, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,8.9,"MBK Shopping Mall 0.1 km; British Council Thailand 0.3 km; Chulalongkorn University 0.3 km; BTS-National Stadium 0.4 km; Madame Tussauds Bangkok 0.4 km; Bangkok Art & Culture Centre 0.4 km; Siam Center 0.5 km; Suphachalasai Stadium 0.5 km; BTS-Siam 0.5 km; I'm Park Community Mall 0.6 km; MBK shooping mall 0 km; Top supermarket 0 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 24.5 km; MBK Shopping Mall Popular brands like: Apple, Nike; Siam Center Luxury; Siam Discovery Popular brands like: Apple, Nike; SEA LIFE Bangkok Ocean World 0.6 km; Gaysorn Shopping Mall 1.2 km; Amarin Plaza 1.2 km; Central Embassy 1.8 km; Lumpini Park 1.9 km; Arab Street 2.5 km; Temple of the Golden Mount 2.8 km; Siam Discovery 2.8 km; Grand Palace 4.2 km; Wat Arun 4.5 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; excellent Fitness Center; good Spa & Wellness Center; Bar; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,265,Bed By City Surawong-Patpong Hotel,"59/1-5, Suksan Alley, Sap road, Khwaeng Si Phraya, Khet Bang Rak, Bang Rak, 10500 Bangkok, Thailand",3-star hotel,8.6,Embassy of the Russian Federation 0.1 km; Wat Hua Lamphong 0.2 km; MRT-Sam Yan 0.3 km; Chamchuri Square 0.3 km; Patpong 0.4 km; Bangkok Christian Hospital 0.5 km; Snake Farm-Queen Saovabha Memorial Institute 0.5 km; Bangkok Bank Head Office 0.5 km; Silom Nightlife Area 0.6 km; Bangkok Fashion Outlet 0.6 km; Don Muang Airport 22.6 km; Suvarnabhumi Airport 24.4 km; MBK Shopping Mall 1.4 km; Lumpini Park 1.5 km; Bangkok Art & Culture Centre 1.8 km; SEA LIFE Bangkok Ocean World 1.8 km; Amarin Plaza 2 km; Gaysorn Shopping Mall 2.1 km; Central Embassy 2.4 km; Temple of the Golden Mount 3.5 km; Grand Palace 4.5 km; Wat Arun 4.5 km; ,Non-smoking rooms; WiFi in all areas; Free WiFi; Restaurant; 24-hour front desk; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,266,Cape House Serviced Apartments,"43 Soi Langsuan, Ploenchit Road, Lumpini, Pathumwan, , Pathumwan, 10330 Bangkok, Thailand",5 stars,9.0,"CIMB Thai Bank Head Office 0.1 km; Embassy of the Kingdom of the Netherlands, Bangkok 0.2 km; BTS-Chit Lom 0.4 km; Central Chidlom 0.4 km; Amarin Plaza 0.4 km; Embassy of the United States of America, Bangkok 0.4 km; BTS-Rachadamri 0.5 km; Central Embassy 0.5 km; Erawan Shrine 0.5 km; Embassy of the United Arab Emirates 0.5 km; Starbucks 0.1 km; Spoonful Zakka Cafe'  0.1 km; Don Muang Airport 21 km; Suvarnabhumi Airport 23 km; Gaysorn Shopping Mall 0.6 km; SEA LIFE Bangkok Ocean World 1 km; Arab Street 1.1 km; Lumpini Park 1.1 km; MBK Shopping Mall 1.5 km; Bangkok Art & Culture Centre 1.6 km; Temple of the Golden Mount 4.2 km; Grand Palace 5.7 km; Wat Arun 6 km; Mega Bangna 18 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Family rooms,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,267,Citin Pratunam Bangkok by Compass Hospitality,"117 Soi Chunladit, Thanonphayathai, Ratchathewi, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,7.1,Baiyoke Sky Tower 0.1 km; Shibuya 19 0.2 km; Phyathai 1 Hospital 0.2 km; Wholesale Market (Pratunam) 0.3 km; Ratchaprarop Station 0.3 km; Suan Pakkad Palace Museum 0.3 km; Platinum Fashion Mall 0.4 km; Pantip Plaza 0.5 km; Phaya Thai Station 0.5 km; King Power Complex 0.6 km; Indra Market 0.1 km; Pratunam Area 0.1 km; Baiyoke Tower Observation Deck  0.1 km; The Platinum Fashion Mall 0.6 km; Pantip Plaza 0.6 km; The Palladium World Shopping 0.6 km; Central World 0.8 km; Gaysorn Shopping Mall 0.8 km; Red Sky roof top bar 0.8 km; Mountain 0.8 km; Don Muang Airport 19.7 km; Suvarnabhumi Airport 23.8 km; The Platinum fashion mall Mall; Gaysorn Shopping Mall 1 km; SEA LIFE Bangkok Ocean World 1.1 km; Amarin Plaza 1.2 km; Bangkok Art & Culture Centre 1.3 km; Central Embassy 1.4 km; MBK Shopping Mall 1.6 km; Siam Discovery 1.8 km; Temple of the Golden Mount 3.5 km; Grand Palace 5.2 km; Wat Arun 5.6 km; ,Airport shuttle; Non-smoking rooms; Family rooms; Room service; Free WiFi; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,268,Hyatt Place Bangkok Sukhumvit,"22/5 Sukhumvit Soi 24, klongtoei, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.5,"Emporium Shopping Mall 0.3 km; BTS-Phrom Phong 0.3 km; EmQuartier Shopping Mall 0.4 km; Benjasiri Park 0.4 km; Thailand Creative & Design Center 0.7 km; Flow House Bangkok 0.8 km; K village 0.9 km; Funarium 0.9 km; The Terrace 49 1 km; Benjakitti Park 1 km; gourmet supermarket The Emporium 0.4 km; gourmet market EmQuartier 0.5 km; Suvarnabhumi Airport 20.1 km; Don Muang Airport 21.7 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 2.3 km; Lumpini Park 2.9 km; Central Embassy 3 km; Amarin Plaza 3.4 km; Gaysorn Shopping Mall 3.5 km; MBK Shopping Mall 4.5 km; Temple of the Golden Mount 7.3 km; Grand Palace 8.6 km; Wat Arun 8.8 km; Mega Bangna 15 km; ",Swimming pool; Outdoor pool; good Fitness Center; Family rooms; Free parking; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,269,Arte Hotel,"29 Sukhumvit Soi 19, Sukhumvit Road, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.7,"Health Land Asoke 0.1 km; Kamthieng House Museum 0.2 km; MRT-Sukhumvit 0.2 km; Korean Town 0.3 km; Terminal 21 0.3 km; BTS-Asok 0.4 km; Soi Cowboy 0.4 km; Citibank Bangkok 0.4 km; The Escape Hunt Experience Bangkok 0.4 km; Sukhumvit Soi 11 0.5 km; Paris Mikki 0.1 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 21.3 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.7 km; Central Embassy 1.6 km; Amarin Plaza 2.1 km; Gaysorn Shopping Mall 2.2 km; Lumpini Park 2.2 km; MBK Shopping Mall 3.3 km; Temple of the Golden Mount 6 km; Grand Palace 7.5 km; Wat Arun 7.8 km; Mega Bangna 16.5 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Family rooms; Free parking; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,270,Grand Diamond Suites Hotel,"888 Petchburi Road, Petchaburi, Rajthevi, , Pathumwan, 10400 Bangkok, Thailand",4-star hotel,7.0,"Platinum Fashion Mall 0.1 km; Pantip Plaza 0.2 km; Wholesale Market (Pratunam) 0.3 km; Baiyoke Sky Tower 0.5 km; Central World Plaza 0.5 km; Shibuya 19 0.5 km; KidZania Bangkok 0.6 km; Siam Paragon Mall 0.6 km; Ratchaprarop Station 0.6 km; Gaysorn Shopping Mall 0.6 km; Don Muang Airport 20.1 km; Suvarnabhumi Airport 23.8 km; The Platinum fashion mall Mall; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; SEA LIFE Bangkok Ocean World 0.6 km; Amarin Plaza 0.8 km; Bangkok Art & Culture Centre 1 km; Central Embassy 1.1 km; MBK Shopping Mall 1.2 km; Arab Street 1.8 km; Siam Discovery 2.2 km; Temple of the Golden Mount 3.5 km; Grand Palace 5.1 km; Wat Arun 5.5 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Spa; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,271,Arnoma Hotel Bangkok,"99 Ratchadamri Road, Pathumwan, Pathumwan, 10330 Bangkok, Thailand",4-star hotel,7.7,"Gaysorn Shopping Mall 0.2 km; Central World Plaza 0.2 km; Erawan Shrine 0.3 km; Police General Hospital 0.3 km; Amarin Plaza 0.3 km; BTS-Chit Lom 0.4 km; Central Chidlom 0.5 km; Royal Thai Police Headquarters 0.5 km; Platinum Fashion Mall 0.6 km; Central Embassy 0.6 km; Big C 0 km; Laem Charoen Seafood 0.2 km; Pratunam Market 0.5 km; Don Muang Airport 20.4 km; Suvarnabhumi Airport 23.4 km; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; The Platinum fashion mall Mall; SEA LIFE Bangkok Ocean World 0.6 km; Bangkok Art & Culture Centre 1.2 km; MBK Shopping Mall 1.3 km; Arab Street 1.4 km; Lumpini Park 1.7 km; Siam Discovery 2.6 km; Temple of the Golden Mount 3.8 km; Grand Palace 5.3 km; Wat Arun 5.7 km; Mega Bangna 18.6 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Spa; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,272,BB Garden Resort,"1169 Soi Ratchadapisek 3 Yaek 14, Ratchadapisek Road, Dindaeng, Din Daeng, 10400 Bangkok, Thailand",3 stars,8.5,The Embassy of The People's Republic of China 0.4 km; Ratchada Nightlife Area 0.5 km; Fortune Town IT Mall 0.7 km; The Esplanade Bangkok 0.8 km; MRT-Phra Ram 9 0.8 km; MRT-Thailand Cultural Center 0.8 km; Thai-Japanese Stadium 1.1 km; Royal City Avenue (RCA) 1.2 km; Thailand Cultural Center 1.2 km; Bangkok International Dental Center 1.5 km; Don Muang Airport 17.9 km; Suvarnabhumi Airport 21.8 km; Arab Street 2.6 km; Central Embassy 2.9 km; Gaysorn Shopping Mall 3.2 km; Amarin Plaza 3.2 km; Siam Discovery 3.5 km; MBK Shopping Mall 4.3 km; Temple of the Golden Mount 6.2 km; Grand Palace 7.8 km; Wat Arun 8.4 km; Mega Bangna 18.1 km; ,Swimming pool; Non-smoking rooms; good Fitness Center; Family rooms; Indoor pool; Free parking,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,273,"THEA, Serviced Apartment Ekamai","37 Soi Ekamai 10 (or 12), Sukhumvit 63, Klongton Nue, Wattana, Bangkok, 10110, Wattana, 10110 Bangkok, Thailand",,9.0,Health Land Ekkamai 0.4 km; Thonglor Nightlife Area 1 km; SeenSpace 1.1 km; The Commons 1.1 km; Sukhumvit Hospital 1.2 km; BTS-Ekkamai 1.2 km; Gateway Ekamai 1.2 km; Ekkamai Eastern Bus Terminal 1.3 km; 9:53 Art Mall 1.3 km; Camillian Hospital 1.3 km; Pesca Mar & Terra Bistro 0.1 km; Vanilla Garden  0.1 km; Nikko Cafe 0.3 km; Coffee Bean by Dao 0.3 km; Big C 0.7 km; Gateway Ekamai 1.3 km; The EmQuartier 3.5 km; Suvarnabhumi Airport 17.8 km; Don Muang Airport 21.3 km; Arab Street 4.3 km; Central Embassy 5.1 km; Lumpini Park 5.2 km; Amarin Plaza 5.6 km; Gaysorn Shopping Mall 5.7 km; MBK Shopping Mall 6.8 km; Temple of the Golden Mount 9.5 km; Grand Palace 10.9 km; Wat Arun 11.1 km; Mega Bangna 13.2 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Family rooms; Free parking,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,274,"Hotel Solo, Sukhumvit 2, Bangkok","67 Sukhumvit Soi 2, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.1,"Soi Nana 0.3 km; Wattana Church 0.4 km; Embassy of Sweden 0.4 km; BTS-Nana 0.5 km; Embassy of the United Arab Emirates 0.5 km; Arab Street 0.5 km; Deutsche Bank Bangkok 0.5 km; Krungthai Bank Head Office 0.6 km; Embassy of the United States of America, Bangkok 0.6 km; Korean Town 0.7 km; Villa Supermarket 0.2 km; Beiruit Restaurant and Thai Restaurant 0.2 km; Ploenchit Centre 0.2 km; Don Muang Airport 21 km; Suvarnabhumi Airport 22 km; Central Embassy 0.9 km; Lumpini Park 1.3 km; Amarin Plaza 1.3 km; Gaysorn Shopping Mall 1.5 km; SEA LIFE Bangkok Ocean World 2 km; MBK Shopping Mall 2.5 km; Temple of the Golden Mount 5.2 km; Grand Palace 6.7 km; Wat Arun 6.9 km; Mega Bangna 17.1 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Free parking; WiFi in all areas; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,275,51 Suanplu Residence,"51 ซอย เทอดไท 9 ถนน เทอดไท บางยี่เรือ ธนบุรี, Thonburi, 10600 Bangkok, Thailand",,8.9,BTS-Pho Nimit 0.6 km; Wong Wian Yai 0.7 km; Bansomdejchaopraya Rajabhat University 0.9 km; BTS-Wongwian Yai 1 km; The Mall Thapra 1.5 km; BTS-Talat Phlu 1.5 km; Wat Kalayanamitr 1.8 km; BTS-Krung Thon Buri 1.8 km; Santa Cruz Church 1.9 km; Yodpiman River Walk 2.1 km; ตลาดพลู 0.5 km; เดอะมอลท่าพระ 1 km; วงเวียนใหญ่  1 km; Don Muang Airport 25.1 km; Suvarnabhumi Airport 28.7 km; Wat Arun 2.1 km; Grand Palace 2.9 km; Temple of the Emerald Buddha 3.1 km; Bangkok National Museum 3.7 km; Temple of the Golden Mount 3.9 km; Khao San Road 4 km; MBK Shopping Mall 5.1 km; Bangkok Art & Culture Centre 5.3 km; SEA LIFE Bangkok Ocean World 5.7 km; Central Embassy 6.8 km; ,Non-smoking rooms; Free parking; Free WiFi; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,276,Emporium Suites by Chatrium,"622 Sukhumvit Soi 24, Khlong Toei, 10110 Bangkok, Thailand",5 stars,8.4,"Emporium Shopping Mall 0 km; Benjasiri Park 0.1 km; EmQuartier Shopping Mall 0.1 km; BTS-Phrom Phong 0.2 km; Thailand Creative & Design Center 0.4 km; The Terrace 49 0.9 km; Dental Hospital Bangkok 0.9 km; The Escape Hunt Experience Bangkok 1 km; Citibank Bangkok 1 km; Soi Cowboy 1 km; Kamakamet 0.2 km; Lemonglass 0.2 km; The Emquatier 0.2 km; Long Table 1.4 km; Terminal 21 Shopping center 2 km; Nana Night Market 2 km; Q Bar 2.5 km; The Nest Bar 2.5 km; Silom Night Market 6 km; Asiatique the riverfront 15 km; Suvarnabhumi Airport 20.2 km; Don Muang Airport 21.5 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 2.1 km; Central Embassy 2.8 km; Lumpini Park 2.8 km; Amarin Plaza 3.3 km; Gaysorn Shopping Mall 3.4 km; MBK Shopping Mall 4.4 km; Temple of the Golden Mount 7.1 km; Grand Palace 8.6 km; Wat Arun 8.8 km; Mega Bangna 15.2 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; very good Fitness Center; Spa; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,277,Akyra Thonglor Bangkok,"88/333 Sukhumvit 55, Klongton Nua, Wattana, Sukhumvit, Wattana, 10110 Bangkok, Thailand",5-star hotel,8.8,Thonglor Nightlife Area 0.2 km; SeenSpace 0.3 km; 9:53 Art Mall 0.4 km; The Commons 0.5 km; Health Land Ekkamai 0.5 km; Dental Hospital Bangkok 0.6 km; The Terrace 49 0.6 km; Samitivej Sukhumvit Hospital 0.8 km; BTS-Thong Lo 0.8 km; Camillian Hospital 1 km; Villa Market 0.1 km; Villa Market 0.1 km; Suvarnabhumi Airport 18.7 km; Don Muang Airport 21.2 km; Arab Street 3.3 km; Central Embassy 4.1 km; Lumpini Park 4.3 km; Amarin Plaza 4.6 km; Gaysorn Shopping Mall 4.7 km; MBK Shopping Mall 5.8 km; Temple of the Golden Mount 8.5 km; Grand Palace 10 km; Wat Arun 10.2 km; Mega Bangna 14 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Spa; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,278,Naga Residence,"19/1 Charoen Nakorn Road Soi 17, Bang Lumphu Lang, Khlong San, 10600 Bangkok, Thailand",,9.1,"Taksin Bridge 0.4 km; Sathorn Pier 0.5 km; Wat Yannawa 0.5 km; BTS-Saphan Taksin 0.6 km; BTS-Krung Thon Buri 0.7 km; Oriental Pier 0.8 km; ICONSIAM Shopping Mall 1 km; Sky Bar at Lebua 1 km; Calypso Cabaret 1 km; Embassy of France, Bangkok 1 km; Sena Fest 0.5 km; Villa Market 0.5 km; Chaophraya River 0 km; Don Muang Airport 24.7 km; Suvarnabhumi Airport 26.3 km; Wat Arun 3.6 km; MBK Shopping Mall 3.7 km; Lumpini Park 3.9 km; Bangkok Art & Culture Centre 4 km; Grand Palace 4 km; Temple of the Golden Mount 4 km; Temple of the Emerald Buddha 4.1 km; SEA LIFE Bangkok Ocean World 4.2 km; Amarin Plaza 4.6 km; Central Embassy 5 km; ",Airport shuttle; Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Free WiFi; Tea/Coffee Maker in All Rooms,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,279,The Inn Saladaeng,"5/12 Saladaeng Road, Silom, Bangkok, Bang Rak, 10500 Bangkok, Thailand",3-star hotel,8.1,Silom Complex 0.2 km; MRT-Silom 0.2 km; Silom Soi 2 0.2 km; Silom Soi 4 0.2 km; BTS-Sala Daeng 0.3 km; BNH Hospital 0.3 km; Australian Embassy 0.4 km; Silom Nightlife Area 0.4 km; King Chulalongkorn Memorial Hospital 0.5 km; Moon Bar Bangkok 0.5 km; 7-11 0.1 km; Tops Supermarket 0.1 km; Don Muang Airport 22.6 km; Suvarnabhumi Airport 23.5 km; Silom Complex Department Store; Lumpini Park 0.7 km; Amarin Plaza 1.9 km; MBK Shopping Mall 2 km; Gaysorn Shopping Mall 2 km; SEA LIFE Bangkok Ocean World 2.1 km; Central Embassy 2.2 km; Temple of the Golden Mount 4.4 km; Grand Palace 5.5 km; Wat Arun 5.5 km; Mega Bangna 17.8 km; ,Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning; Laundry,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,280,Pratunam19 Hotel,"77/23  Soi Phetchaburi 19, Ratchathewi, Pathumwan, 10400 Bangkok, Thailand",,8.2,Shibuya 19 0.2 km; Baiyoke Sky Tower 0.2 km; Wholesale Market (Pratunam) 0.2 km; Platinum Fashion Mall 0.3 km; Pantip Plaza 0.3 km; Phyathai 1 Hospital 0.4 km; Ratchaprarop Station 0.4 km; Suan Pakkad Palace Museum 0.4 km; Phaya Thai Station 0.6 km; BTS-Phaya Thai 0.7 km; Pratunam Market  0.1 km; Pratunam Market  0.1 km; Baiyoke tower 0.5 km; Platinum Fashion Mall  0.5 km; Pantip Plaza 0.5 km; Don Muang Airport 19.8 km; Suvarnabhumi Airport 23.8 km; The Platinum fashion mall Mall; Gaysorn Shopping Mall 0.9 km; SEA LIFE Bangkok Ocean World 0.9 km; Amarin Plaza 1.1 km; Bangkok Art & Culture Centre 1.2 km; Central Embassy 1.3 km; MBK Shopping Mall 1.5 km; Siam Discovery 1.9 km; Temple of the Golden Mount 3.5 km; Grand Palace 5.1 km; Wat Arun 5.6 km; ,Airport shuttle; Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,281,Hotel Mermaid Bangkok,"6 Soi Sukhumvit 29, Sukhumvit Road, Klongtoey Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.2,"The Escape Hunt Experience Bangkok 0.4 km; Benjasiri Park 0.4 km; Soi Cowboy 0.5 km; Citibank Bangkok 0.5 km; Thailand Creative & Design Center 0.6 km; EmQuartier Shopping Mall 0.6 km; Emporium Shopping Mall 0.6 km; BTS-Asok 0.6 km; MRT-Sukhumvit 0.6 km; Terminal 21 0.6 km; Various 0.1 km; Soi 22 Entertainment 0.1 km; Various 0.1 km; Villa Market, 7-11 0.4 km; Soi Cowboy Entertainment 0.4 km; Lake Rachada 0.5 km; Suvarnabhumi Airport 20.6 km; Don Muang Airport 21.1 km; Arab Street 1.5 km; Central Embassy 2.3 km; Lumpini Park 2.6 km; Amarin Plaza 2.8 km; Gaysorn Shopping Mall 2.9 km; MBK Shopping Mall 4 km; Temple of the Golden Mount 6.7 km; Grand Palace 8.1 km; Wat Arun 8.4 km; Mega Bangna 15.7 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Free parking; WiFi in all areas; Room service; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
