,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,73,Sribumpen Plus,"32/1-3  Soi Sribumphen, Rama 4 Rd., Sathorn, Sathorn, 10120 Bangkok, Thailand",2 stars,8.2,"Goethe-Institute Thailand 0.4 km; MRT-Lumphini 0.6 km; Embassy of Germany, Bangkok 0.7 km; MRT-Khlong Toei 0.7 km; Alliance Francaise Bangkok 0.9 km; Moon Bar Bangkok 0.9 km; Australian Embassy 1.1 km; Lumpini Park 1.3 km; The Stock Exchange of Thailand 1.3 km; MRT-Queen Sirikit National Convention Center 1.4 km; Suvarnabhumi Airport 22.2 km; Don Muang Airport 23 km; Arab Street 2.5 km; Central Embassy 2.6 km; Amarin Plaza 2.7 km; Gaysorn Shopping Mall 2.8 km; SEA LIFE Bangkok Ocean World 3.1 km; MBK Shopping Mall 3.2 km; Temple of the Golden Mount 5.7 km; Grand Palace 6.8 km; Wat Arun 6.9 km; Mega Bangna 16.5 km; ",Airport shuttle; Non-smoking rooms; Free WiFi; Terrace; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,74,Modena by Fraser Bangkok,"2527 FYI Center, Rama 4 Rd., T.Khlongtoei, A.Khlongtoei, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.9,MRT-Queen Sirikit National Convention Center 0.1 km; The Stock Exchange of Thailand 0.2 km; MRT-Khlong Toei 0.7 km; Flow House Bangkok 0.8 km; Benjakitti Park 0.9 km; K village 1 km; Funarium 1.1 km; Emporium Shopping Mall 1.3 km; Benjasiri Park 1.3 km; Alliance Francaise Bangkok 1.4 km; SO asean Cafe & Restaurant 0.1 km; SNP Cafe 0.1 km; 7 Eleven 0.2 km; Klong Toey Fresh Market  0.6 km; Suvarnabhumi Airport 20.8 km; Don Muang Airport 22.6 km; Lumpini Park 2.2 km; Arab Street 2.4 km; Central Embassy 2.9 km; Amarin Plaza 3.2 km; Gaysorn Shopping Mall 3.4 km; MBK Shopping Mall 4.1 km; Temple of the Golden Mount 6.8 km; Grand Palace 8 km; Wat Arun 8.1 km; Mega Bangna 15.3 km; ,Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms; Free parking; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,75,Nanatai Suites,"225 Soi Sukhumvit 4, Sukhumvit Road, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.1,Wattana Church 0.6 km; Korean Town 0.7 km; Embassy of Sweden 0.7 km; Soi Nana 0.7 km; BTS-Nana 0.7 km; BTS-Asok 0.8 km; Benjakitti Park 0.8 km; Alliance Francaise Bangkok 0.9 km; Terminal 21 0.9 km; Embassy of the United Arab Emirates 0.9 km; 7-Eleven 0.2 km; Don Muang Airport 21.4 km; Suvarnabhumi Airport 21.8 km; Arab Street 0.9 km; Lumpini Park 1.3 km; Central Embassy 1.3 km; Amarin Plaza 1.7 km; Gaysorn Shopping Mall 1.8 km; MBK Shopping Mall 2.8 km; Temple of the Golden Mount 5.5 km; Grand Palace 6.9 km; Wat Arun 7.1 km; Mega Bangna 16.7 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,76,ibis Styles Bangkok Sukhumvit 4,"27 Sukhumvit 4 Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,8.8,Soi Nana 0.1 km; Wattana Church 0.2 km; Embassy of Sweden 0.2 km; BTS-Nana 0.3 km; Arab Street 0.3 km; Krungthai Bank Head Office 0.4 km; Sukhumvit Soi 11 0.5 km; Deutsche Bank Bangkok 0.5 km; Korean Town 0.5 km; Embassy of the United Arab Emirates 0.6 km; Nana Plaza 0.2 km; Nana Square 0.3 km; TERMINAL 21 1.5 km; Don Muang Airport 20.8 km; Suvarnabhumi Airport 22 km; Central Embassy 0.9 km; Amarin Plaza 1.4 km; Gaysorn Shopping Mall 1.5 km; Lumpini Park 1.5 km; SEA LIFE Bangkok Ocean World 2.1 km; MBK Shopping Mall 2.6 km; Temple of the Golden Mount 5.3 km; Grand Palace 6.7 km; Wat Arun 7 km; Mega Bangna 17.1 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; WiFi in all areas; Bar; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,77,The Prestige Nana,"8/5-6 Soi Sukhumvit 3 (Nana Nua) Sukhumvit Rd., Klongtoey-Nua Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,7.5,Arab Street 0.2 km; Krungthai Bank Head Office 0.2 km; Bumrungrad International Hospital 0.3 km; Soi Nana 0.4 km; Sukhumvit Soi 11 0.4 km; Embassy of Sweden 0.4 km; BTS-Nana 0.4 km; BTS - Phloen Chit 0.5 km; Wattana Church 0.5 km; Deutsche Bank Bangkok 0.6 km; Bamboo 0 km; Shahrazad 0.1 km; Starbucks 0.1 km; Grand 5 Plaza 0.2 km; Bosphorus 0.3 km; Foodland 0.3 km; Au Bon Pain 0.5 km; Don Muang Airport 20.4 km; Suvarnabhumi Airport 22.1 km; Central Embassy 0.8 km; Amarin Plaza 1.3 km; Gaysorn Shopping Mall 1.4 km; Lumpini Park 1.9 km; SEA LIFE Bangkok Ocean World 2 km; MBK Shopping Mall 2.6 km; Temple of the Golden Mount 5.2 km; Grand Palace 6.7 km; Wat Arun 7 km; Mega Bangna 17.3 km; ,Family rooms; Free WiFi; 24-hour front desk; Air conditioning; Elevator,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,78,On 8 Sukhumvit Nana Bangkok by Compass Hospitality,"160/1-162 Sukhumvit Road, 10110 Bangkok, Thailand",3-star hotel,8.0,"BTS-Nana 0.1 km; Embassy of Sweden 0.1 km; Wattana Church 0.1 km; Sukhumvit Soi 11 0.3 km; Korean Town 0.3 km; Soi Nana 0.3 km; Arab Street 0.3 km; Krungthai Bank Head Office 0.5 km; Health Land Asoke 0.6 km; Terminal 21 0.6 km; Street Market - Sukhumvit Road 0 km; Viva Bar & Grill 0 km; Viva Monsoon Tapas Bar 0 km; The Game 0 km; The DOSA KING, 100% Pure Vegetarian  0.1 km; Villa Market 0.1 km; Margarita Storm American & Mexican Bistro 0.1 km; Robinson 0.1 km; Terminal 21 - Mall 0.3 km; Don Muang Airport 20.7 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.6 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 1.8 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.9 km; Temple of the Golden Mount 5.5 km; Grand Palace 7 km; Wat Arun 7.3 km; Mega Bangna 16.9 km; ",Airport shuttle; Non-smoking rooms; Family rooms; WiFi in all areas; Free WiFi; Tea/Coffee Maker in All Rooms; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,79,Charlie House Pin Klao,"272 Borommarat Chachonnani Road, Bang Bamru, Bang Phlat, 10700 Bangkok, Thailand",3-star hotel,8.4,Central Plaza Pinklao 0.5 km; Chaophya Hospital 1.2 km; Chang Chui Bangkok 1.7 km; Royal Barge Museum 1.9 km; Royal Thai Monastery 1.9 km; Somdet Phra Pinklao Bridge 2.1 km; Phra Arthit Pier 2.2 km; Thewej Pier 2.2 km; Santichaiprakarn Park 2.2 km; Siriraj Hospital 2.2 km; Tesco Lotus Pinklao 0.5 km; Major Cineplex Pinklao 0.5 km; McDonald's 0.5 km; KFC 0.5 km; Sizzler (steak and salad) 0.5 km; Starbucks 0.5 km; Central Plaza Pinklao 0.6 km; Khaosan Road 2.8 km; China Town (Yaowarat) 5.5 km; Chaopraya River 2.5 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 30.7 km; Bangkok National Museum 2.6 km; Khao San Road 2.8 km; Temple of the Emerald Buddha 3.2 km; Grand Palace 3.3 km; Dusit Palace 3.8 km; Temple of the Golden Mount 3.9 km; Wat Arun 3.9 km; Siam Discovery 5.5 km; MBK Shopping Mall 6.5 km; Central Embassy 8 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Family rooms; Room service,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,80,The Kaze 34 Hotel and Serviced Residence,"66 Sukhumvit Rd, Soi Sukhumvit 34, Klongton, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,8.6,Funarium 0.5 km; K village 0.5 km; Flow House Bangkok 0.6 km; BTS-Thong Lo 0.7 km; BTS-Phrom Phong 0.8 km; Emporium Shopping Mall 0.8 km; EmQuartier Shopping Mall 0.9 km; Benjasiri Park 1 km; The Terrace 49 1 km; 9:53 Art Mall 1.1 km; Taling Pling Restaurant 0.1 km; K village 1 km; Emporium 1.5 km; Suvarnabhumi Airport 19.6 km; Don Muang Airport 22.1 km; Arab Street 2.9 km; Lumpini Park 3.4 km; Central Embassy 3.6 km; Amarin Plaza 4 km; Gaysorn Shopping Mall 4.2 km; MBK Shopping Mall 5.1 km; Temple of the Golden Mount 7.9 km; Grand Palace 9.2 km; Wat Arun 9.4 km; Mega Bangna 14.4 km; ,Non-smoking rooms; Fitness center; Free parking; Pet friendly; Free WiFi,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,81,Khaosan Green House Hotel,"84 Rambutri Street. Talod Yod Banglumpoo,Pranakhorn, 10200 Bangkok, Thailand",2-star hotel,7.7,Khao San Road 0.2 km; Khao San Road Night Market 0.2 km; Wat Chana Song Khram 0.2 km; Wat Bowonniwet Vihara 0.3 km; National Gallery 0.3 km; Bangkok City Library 0.3 km; Santichaiprakarn Park 0.5 km; UNICEF Thailand 0.5 km; Phra Arthit Pier 0.5 km; Bangkok National Museum 0.6 km; 7/11  0 km; Khao San Night Market 0.2 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 28.4 km; Temple of the Emerald Buddha 1 km; Grand Palace 1.3 km; Temple of the Golden Mount 1.3 km; Wat Arun 2.1 km; Dusit Palace 2.3 km; Siam Discovery 3.8 km; Bangkok Art & Culture Centre 3.9 km; MBK Shopping Mall 4 km; SEA LIFE Bangkok Ocean World 4.4 km; Central Embassy 5.6 km; ,Non-smoking rooms; Family rooms; WiFi in all areas; Free WiFi; Restaurant; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,82,St. James Hotel,"18 Soi 26, Sukhumvit Rd., Klongton,, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.8,"BTS-Phrom Phong 0.3 km; Emporium Shopping Mall 0.3 km; EmQuartier Shopping Mall 0.4 km; Benjasiri Park 0.5 km; Thailand Creative & Design Center 0.7 km; Flow House Bangkok 0.8 km; The Terrace 49 0.8 km; K village 0.9 km; Funarium 0.9 km; Dental Hospital Bangkok 0.9 km; Rung Rueang Noodle (Thai Pork Noodle ,Soi Sukhumvit 26) 0.3 km; PAUL depuis 1889 Emporium 0.5 km; Audrey Cafe Emporium 0.5 km; La Baquette EmQuartier 0.5 km; Villa Market Soi Sukhumvit 26 (Aree) 0.6 km; BonChon Chicken EmQuartier 0.7 km; Pierre Herme Paris EmQuartier 0.7 km; Villa Market Soi Sukhumvit 49 1 km; UFM Fuji Super Soi Sukhumvit 33/1 1 km; Klongtoey Market 2 km; Benjakitti Park 0.7 km; Suvarnabhumi Airport 19.9 km; Don Muang Airport 21.7 km; The EM District Popular brands like: Apple, Cartier, Gucci, H&M, Zara, Prada, Nike, Chanel, Burberry, Louis Vuitton; Arab Street 2.4 km; Lumpini Park 3.1 km; Central Embassy 3.2 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.7 km; MBK Shopping Mall 4.7 km; Temple of the Golden Mount 7.4 km; Grand Palace 8.8 km; Wat Arun 9 km; Mega Bangna 14.8 km; ",Airport shuttle; Non-smoking rooms; Free parking; Room service; Free WiFi; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,83,Park Plaza Bangkok Soi 18,"Sukhumvit Road Soi 18, (BTS Asoke / MRT Sukhumvit), Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",4-star hotel,8.7,The Escape Hunt Experience Bangkok 0.4 km; Citibank Bangkok 0.4 km; Soi Cowboy 0.5 km; BTS-Asok 0.5 km; Benjasiri Park 0.5 km; Terminal 21 0.6 km; Benjakitti Park 0.6 km; MRT-Sukhumvit 0.6 km; Emporium Shopping Mall 0.7 km; EmQuartier Shopping Mall 0.7 km; Terminal 21 0.7 km; Soi Cowbow 1 km; Suvarnabhumi Airport 20.8 km; Don Muang Airport 21.3 km; Arab Street 1.5 km; Central Embassy 2.2 km; Lumpini Park 2.3 km; Amarin Plaza 2.6 km; Gaysorn Shopping Mall 2.8 km; MBK Shopping Mall 3.8 km; Temple of the Golden Mount 6.5 km; Grand Palace 7.9 km; Wat Arun 8.1 km; Mega Bangna 15.8 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Tea/Coffee Maker in All Rooms; Bar; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,84,Ariva Ivy Servizio Thonglor,"KLONGTON NUA, WATTANA, Wattana, 10110 Bangkok, Thailand",4 stars,8.1,Camillian Hospital 0.2 km; The Commons 0.3 km; SeenSpace 0.5 km; Thonglor Nightlife Area 0.6 km; Samitivej Sukhumvit Hospital 0.8 km; 9:53 Art Mall 0.8 km; Dental Hospital Bangkok 0.9 km; The Terrace 49 1 km; Health Land Ekkamai 1 km; Bangkok Hospital 1.2 km; Tiny cup  0.1 km; J Avenue Plaza 0.4 km; Eight Thonglor 0.5 km; Top Supermarket 0.8 km; The Coffee Club 0.8 km; Suvarnabhumi Airport 18.7 km; Don Muang Airport 20.5 km; Arab Street 3.3 km; Central Embassy 4.1 km; Lumpini Park 4.5 km; Amarin Plaza 4.6 km; Gaysorn Shopping Mall 4.7 km; MBK Shopping Mall 5.9 km; Temple of the Golden Mount 8.5 km; Grand Palace 10 km; Wat Arun 10.3 km; Mega Bangna 14.4 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Family rooms,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,85,BelAire Bangkok Sukhumvit,"16 Sukhumvit Road Soi 5,Klongteay Nua ,Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,7.9,Arab Street 0.3 km; Sukhumvit Soi 11 0.3 km; Bumrungrad International Hospital 0.3 km; Krungthai Bank Head Office 0.3 km; BTS-Nana 0.4 km; Embassy of Sweden 0.4 km; Soi Nana 0.4 km; Wattana Church 0.5 km; BTS - Phloen Chit 0.6 km; Korean Town 0.7 km; Tiffin Restaurant 0 km; Liquid Lounge 0 km; Blue Pool Bar 0 km; Foodland 0 km; Arab Street Market 0 km; Terminal 21  0.2 km; Don Muang Airport 20.3 km; Suvarnabhumi Airport 21.9 km; Central Embassy 0.9 km; Amarin Plaza 1.5 km; Gaysorn Shopping Mall 1.5 km; Lumpini Park 2 km; SEA LIFE Bangkok Ocean World 2.1 km; MBK Shopping Mall 2.7 km; Temple of the Golden Mount 5.3 km; Grand Palace 6.8 km; Wat Arun 7.2 km; Mega Bangna 17.3 km; ,Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; Fitness center; Spa; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,86,The 92 Residence,"476 Soi Charan Sanitwong 92, Bang Or, Bangpat, 10700 Bangkok, Thailand",,8.5,Yanhee International Hospital 0.1 km; King Mongkut's University of Technology North Bangkok 2.1 km; MRT - Tao Poon 2.2 km; Suan Dusit University 2.6 km; Royal Thai Monastery 2.8 km; Vimanmek Mansion 2.8 km; Parliament of Thailand 2.9 km; Bang Sue MRT Station 2.9 km; Wat Tuek Pier 3 km; MRT - Bang Son 3.1 km; Don Muang Airport 16.5 km; Suvarnabhumi Airport 28.4 km; Dusit Palace 3.4 km; Chatuchak Weekend Market 4.1 km; Siam Discovery 4.2 km; Khao San Road 4.9 km; Temple of the Golden Mount 5.2 km; Bangkok National Museum 5.3 km; Grand Palace 6.1 km; MBK Shopping Mall 6.6 km; Wat Arun 6.9 km; Central Embassy 7.3 km; ,Free WiFi; Free parking; Air conditioning,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,87,At Smile House,"161 Trok Sa-Ke Tanao Road, Bowonniwet, Phranakorn, 10200 Bangkok, Thailand",2-star hotel,8.1,Bangkok City Library 0.2 km; Khao San Road Night Market 0.3 km; Khao San Road 0.3 km; Democracy Monument 0.4 km; Bangkok City Hall 0.5 km; Wat Bowonniwet Vihara 0.5 km; Sanam Luang 0.5 km; National Gallery 0.6 km; Bangkok City Pillar 0.6 km; Wat Chana Song Khram 0.6 km; 7-11 0.1 km; Kaosarn Road 0.1 km; Khaosan Road 0.1 km; Banglumpu 0.2 km; Jayfai 0.4 km; Chao Phraya River 0.3 km; Golden mount 0.4 km; Don Muang Airport 21.5 km; Suvarnabhumi Airport 28.2 km; Bangkok National Museum 0.6 km; Temple of the Emerald Buddha 0.7 km; Grand Palace 0.9 km; Temple of the Golden Mount 1 km; Wat Arun 1.7 km; Dusit Palace 2.5 km; Bangkok Art & Culture Centre 3.7 km; MBK Shopping Mall 3.7 km; Siam Discovery 3.8 km; Central Embassy 5.4 km; ,Non-smoking rooms; Family rooms; Free parking; WiFi in all areas; Free WiFi; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,88,Holiday Inn Bangkok,"971 Phloen Chit Road, Pathum Wan, Pathumwan, 10330 Bangkok, Thailand",4-star hotel,8.6,"Amarin Plaza 0.1 km; Gaysorn Shopping Mall 0.1 km; Erawan Shrine 0.1 km; Police General Hospital 0.2 km; BTS-Chit Lom 0.2 km; Central World Plaza 0.3 km; Central Chidlom 0.3 km; Royal Thai Police Headquarters 0.4 km; CIMB Thai Bank Head Office 0.5 km; Central Embassy 0.5 km; 7-11 0.1 km; Starbucks 0.1 km; The Deli 0.1 km; Big C Super Center 0.2 km; Tops Market CentralWorld 0.2 km; Pratunam Market 0.2 km; Siam Night Market 0.5 km; Chatuchak weekend market 15 km; Lumpini Park 1 km; Benjakiti Park 2.5 km; Chaopraya Riverside 13 km; Don Muang Airport 20.7 km; Suvarnabhumi Airport 23.3 km; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; SEA LIFE Bangkok Ocean World 0.7 km; Bangkok Art & Culture Centre 1.2 km; MBK Shopping Mall 1.3 km; Arab Street 1.3 km; Lumpini Park 1.5 km; Siam Discovery 2.9 km; Temple of the Golden Mount 3.9 km; Grand Palace 5.4 km; Wat Arun 5.7 km; Mega Bangna 18.4 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Spa; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,89,InterContinental Bangkok,"973 Phloen Chit Road, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,9.0,"Gaysorn Shopping Mall 0.1 km; Amarin Plaza 0.1 km; Erawan Shrine 0.1 km; Police General Hospital 0.2 km; BTS-Chit Lom 0.2 km; Central World Plaza 0.3 km; Central Chidlom 0.3 km; Royal Thai Police Headquarters 0.4 km; CIMB Thai Bank Head Office 0.5 km; Central Embassy 0.5 km; Pratunam Market 0.2 km; Tops Market Central Chidlom 0.2 km; Big C Supercenter 0.2 km; Tops Market CentralWorld 0.2 km; Chatuchak 12 km; Chao Praya River 15 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 23.3 km; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; SEA LIFE Bangkok Ocean World 0.7 km; Bangkok Art & Culture Centre 1.2 km; MBK Shopping Mall 1.3 km; Arab Street 1.3 km; Lumpini Park 1.5 km; Siam Discovery 2.9 km; Temple of the Golden Mount 3.9 km; Grand Palace 5.4 km; Wat Arun 5.7 km; Mega Bangna 18.4 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; very good Fitness Center; Spa; Bar; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,90,Hansar Bangkok,"3 Soi Mahadlekluang 2, Rajdamri Road, Bangkok 10330, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,8.7,"BTS-Rachadamri 0.2 km; CIMB Thai Bank Head Office 0.2 km; Amarin Plaza 0.4 km; Erawan Shrine 0.4 km; Police General Hospital 0.4 km; Royal Bangkok Sports Club 0.5 km; BTS-Chit Lom 0.5 km; Embassy of the Kingdom of the Netherlands, Bangkok 0.5 km; Gaysorn Shopping Mall 0.6 km; Royal Thai Police Headquarters 0.6 km; Don Muang Airport 21.1 km; Suvarnabhumi Airport 23.3 km; Central Embassy 0.7 km; SEA LIFE Bangkok Ocean World 0.9 km; Lumpini Park 1 km; MBK Shopping Mall 1.3 km; Bangkok Art & Culture Centre 1.4 km; Arab Street 1.4 km; Temple of the Golden Mount 4 km; Grand Palace 5.4 km; Wat Arun 5.7 km; Mega Bangna 18.2 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; very good Fitness Center; Spa; Free parking; Tea/Coffee Maker in All Rooms; Bar; Very Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,91,The Embassy Sathorn,"31 South Sathorn Road, Thungmahamek, Sathorn, 10120 Bangkok, Thailand",3-star hotel,7.0,"Australian Embassy 0 km; Moon Bar Bangkok 0.2 km; BNH Hospital 0.4 km; Embassy of Germany, Bangkok 0.5 km; Silom Complex 0.6 km; MRT-Silom 0.6 km; Embassy of the Republic of Singapore 0.6 km; M.R. Kukrit's House 0.6 km; Silom Soi 4 0.6 km; Silom Soi 2 0.6 km; Nahm 0.1 km; Don Muang Airport 22.9 km; Suvarnabhumi Airport 23.2 km; Lumpini Park 0.9 km; Amarin Plaza 2.2 km; Gaysorn Shopping Mall 2.4 km; MBK Shopping Mall 2.4 km; Central Embassy 2.4 km; SEA LIFE Bangkok Ocean World 2.4 km; Temple of the Golden Mount 4.8 km; Grand Palace 5.8 km; Wat Arun 5.8 km; Mega Bangna 17.5 km; ",Non-smoking rooms; Fitness center; Free parking; Room service; Free WiFi; Tea/Coffee Maker in All Rooms; Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,92,PlayHaus Thonglor,"205/22-23 Sukhumvit soi 55 (Thonglor) Klongton Nua, Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,8.7,Thonglor Nightlife Area 0.1 km; SeenSpace 0.2 km; 9:53 Art Mall 0.3 km; The Commons 0.4 km; Dental Hospital Bangkok 0.5 km; The Terrace 49 0.6 km; Health Land Ekkamai 0.6 km; Samitivej Sukhumvit Hospital 0.7 km; Camillian Hospital 0.9 km; BTS-Thong Lo 0.9 km; THE BLOOMING GALLERY 0.1 km; El Gaucho 0.1 km; Bar Storia Del Caffe 0.1 km; CALIN L'ÉPICERIE  0.1 km; Iron Chef Table Restaurant 0.3 km; Foodland Supermarket 0.3 km; J Avenue Supermarket 0.3 km; Eight Thonglor 0.3 km; Makro supermarket 0 km; The Emporium Market 2.3 km; The Emquartier Market 2.3 km; Suvarnabhumi Airport 18.8 km; Don Muang Airport 21.1 km; Arab Street 3.3 km; Central Embassy 4.1 km; Lumpini Park 4.3 km; Amarin Plaza 4.6 km; Gaysorn Shopping Mall 4.7 km; MBK Shopping Mall 5.8 km; Temple of the Golden Mount 8.5 km; Grand Palace 9.9 km; Wat Arun 10.2 km; Mega Bangna 14.1 km; ,Non-smoking rooms; Free parking; WiFi in all areas; Free WiFi; Tea/Coffee Maker in All Rooms; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,93,Siam Champs Elyseesi Unique Hotel,"160 Ratchadamnoenklang Tai Road, Bowonniwet, Pranakhon, 10200 Bangkok, Thailand",3-star hotel,8.8,Rattanakosin Exhibition Hall 0.1 km; Wat Ratchanadda 0.2 km; Democracy Monument 0.2 km; Wat Thepthidaram Woraviharn 0.3 km; Bangkok City Hall 0.3 km; Temple of the Golden Mount 0.4 km; Bangkok City Library 0.5 km; Wat Suthat and the Giant Swing 0.6 km; Wat Bowonniwet Vihara 0.6 km; Khao San Road Night Market 0.7 km; Spicies restaurant 0 km; Krua Apsorn 0.2 km; Methavalai sorndaeng restaurant 0.2 km; Khaosan Road  0.4 km; Brown Sugar The Jazz Boutique 0.6 km; Phranakorn bar 0.6 km; Khao san road Market 0.6 km; Bobae market  1 km; Tang Hua Seng 1 km; Bang Lum Poo  Market 1 km; San Sab river 0.2 km; Golden mountain temple 0.5 km; Chaopraya River 0.8 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 27.6 km; Khao San Road 0.7 km; Temple of the Emerald Buddha 1.2 km; Bangkok National Museum 1.2 km; Grand Palace 1.4 km; Wat Arun 2.1 km; Dusit Palace 2.1 km; Bangkok Art & Culture Centre 3.1 km; MBK Shopping Mall 3.1 km; Siam Discovery 3.3 km; Central Embassy 4.8 km; ,Airport shuttle; Non-smoking rooms; Spa; Family rooms; Free parking; WiFi in all areas; Bar,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,94,Grand Hyatt Erawan Bangkok,"494 Rajdamri Road, Lumpini , Pratumwan, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,8.9,"Erawan Shrine 0.1 km; Amarin Plaza 0.1 km; Police General Hospital 0.1 km; Gaysorn Shopping Mall 0.2 km; BTS-Chit Lom 0.3 km; Central World Plaza 0.3 km; Royal Thai Police Headquarters 0.4 km; CIMB Thai Bank Head Office 0.4 km; Central Chidlom 0.4 km; BTS-Rachadamri 0.5 km; Big C Supercenter 0.5 km; Don Muang Airport 20.8 km; Suvarnabhumi Airport 23.4 km; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; Central Embassy 0.6 km; SEA LIFE Bangkok Ocean World 0.6 km; Bangkok Art & Culture Centre 1.2 km; MBK Shopping Mall 1.2 km; Lumpini Park 1.4 km; Arab Street 1.4 km; Temple of the Golden Mount 3.8 km; Grand Palace 5.3 km; Wat Arun 5.6 km; Mega Bangna 18.4 km; ",Swimming pool; Outdoor pool; Airport shuttle; Non-smoking rooms; very good Fitness Center; Spa; Bar; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
0,95,"FuramaXclusive Sathorn, Bangkok","59 Silom Soi3 (Pipat 2), Silom Rd., Bangrak, Bang Rak, 10500 Bangkok, Thailand",4-star hotel,8.1,BTS-Chong Nonsi 0.2 km; MahaNakhon 0.3 km; Blue Elephant Sathorn 0.3 km; Bangkok Bank Head Office 0.3 km; Embassy of the Republic of Singapore 0.3 km; M.R. Kukrit's House 0.4 km; BNH Hospital 0.4 km; Bangkok Christian Hospital 0.5 km; Bangkok Fashion Outlet 0.5 km; Patpong 0.5 km; DEAN & DELUCA 0.3 km; Don Muang Airport 23.2 km; Suvarnabhumi Airport 24 km; Lumpini Park 1.4 km; MBK Shopping Mall 2.2 km; SEA LIFE Bangkok Ocean World 2.5 km; Amarin Plaza 2.5 km; Bangkok Art & Culture Centre 2.5 km; Central Embassy 2.8 km; Temple of the Golden Mount 4.3 km; Wat Arun 5.1 km; Grand Palace 5.1 km; Mega Bangna 18.2 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Tea/Coffee Maker in All Rooms; Good Breakfast,"Tuesday, March 19, 2019","Wednesday, March 20, 2019"
