,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,173,Legacy Express Sukhumvit by Compass Hospitality,"No.29 Sukhumvit Rd. (front corner of Sukhumvit Soi 1), Klongtoey Nua, Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,7.6,Krungthai Bank Head Office 0.1 km; BTS - Phloen Chit 0.2 km; Arab Street 0.3 km; Deutsche Bank Bangkok 0.3 km; Soi Nana 0.3 km; Bumrungrad International Hospital 0.4 km; Embassy of the United Arab Emirates 0.5 km; Embassy of Sweden 0.5 km; BTS-Nana 0.5 km; Wattana Church 0.5 km; Domino’s Pizza 0 km; 7-ELEVEN 0 km; La Buca Restaurant 0.1 km; Bamboo Bar 0.1 km; Nana Square 0.1 km; Chequers Bar 0.5 km; Soi Nana 0.5 km; CENTRAL EMBASSY 0.8 km; Pratunam Market 1 km; Terminal 21 1 km; Don Muang Airport 20.5 km; Suvarnabhumi Airport 22.3 km; Central Embassy 0.5 km; Amarin Plaza 1.1 km; Gaysorn Shopping Mall 1.1 km; Lumpini Park 1.6 km; SEA LIFE Bangkok Ocean World 1.7 km; MBK Shopping Mall 2.3 km; Temple of the Golden Mount 5 km; Grand Palace 6.5 km; Wat Arun 6.8 km; Mega Bangna 17.5 km; ,Airport shuttle; Non-smoking rooms; Free WiFi; Restaurant; 24-hour front desk; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,174,SO Sofitel Bangkok,"2 North Sathorn, Bangrak, Sathorn, 10500 Bangkok, Thailand",5-star hotel,9.0,"Embassy of Germany, Bangkok 0.1 km; MRT-Lumphini 0.2 km; Goethe-Institute Thailand 0.4 km; Moon Bar Bangkok 0.5 km; Lumpini Park 0.6 km; Alliance Francaise Bangkok 0.6 km; Australian Embassy 0.6 km; MRT-Silom 0.8 km; BNH Hospital 0.9 km; Silom Soi 2 0.9 km; Chocolab (G Floor at SO Sofitel Bangkok) 0 km; MIXO Bar (9th Floor at SO Sofitel Bangkok) 0 km; HI-SO Bar (29th Floor at SO Sofitel Bangkok) 0 km; Tops Market at Silom Complex 1 km; Silom Night Market 1.5 km; Tops Market at Central World 2.8 km; Gourmet Market at Siam Paragon 3 km; Asiatique (Bangkok Night Market) 8.5 km; Lumphini Park 0.1 km; Chao Phraya River 3.7 km; Don Muang Airport 22.6 km; Suvarnabhumi Airport 22.7 km; Amarin Plaza 2 km; Central Embassy 2 km; Arab Street 2.1 km; Gaysorn Shopping Mall 2.2 km; SEA LIFE Bangkok Ocean World 2.4 km; MBK Shopping Mall 2.5 km; Temple of the Golden Mount 5 km; Grand Palace 6.2 km; Wat Arun 6.2 km; Mega Bangna 17.1 km; ",Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; excellent Fitness Center; Spa; Tea/Coffee Maker in All Rooms; Bar; Excellent Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,175,lebua at State Tower,"State Tower 1055/111 Silom Road, Bangrak, Bang Rak, 10500 Bangkok, Thailand",5-star hotel,8.9,"Sky Bar at Lebua 0.1 km; Lerdsin Hospital 0.1 km; Oriental Pier 0.4 km; Embassy of France, Bangkok 0.4 km; BTS-Saphan Taksin 0.5 km; Sathorn Pier 0.5 km; BTS-Surasak 0.6 km; Taksin Bridge 0.6 km; Wat Yannawa 0.7 km; Sri Mariamman Temple (Wat Khaek) 0.7 km; Bangrak Market 0.2 km; Top market at Robinson Bangrak 0.3 km; Iconsiam 1.6 km; Asiatique the riverfront 3 km; Chao Phraya Riview 0.4 km; Don Muang Airport 24 km; Suvarnabhumi Airport 25.5 km; MBK Shopping Mall 2.8 km; Lumpini Park 2.9 km; Bangkok Art & Culture Centre 3.1 km; SEA LIFE Bangkok Ocean World 3.3 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.7 km; Temple of the Golden Mount 3.7 km; Wat Arun 3.9 km; Central Embassy 4 km; Grand Palace 4.2 km; ",Swimming pool; Airport shuttle; very good Fitness Center; good Spa & Wellness Center; Free parking; Family rooms; Bar; Wonderful Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,176,Citypoint Hotel,"6/22 Ratchadapisek Rd.(Sukhumvit-Rama 4),Opposite Sukhumvit 16  Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,8.4,,Airport shuttle; Non-smoking rooms; Free parking; WiFi in all areas; Free WiFi; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,177,Hive 28,"28 Ramkhamhaeng 24 Yak6, Ramkhamhaeng Rd., Huamark, Bangkapi, Bangkapi, 10240 Bangkok, Thailand",,8.5,Rajamangala National Stadium 0.5 km; Ramkhamhaeng University 0.6 km; The Mall Shopping Center Bangkapi 0.9 km; Assumption University - Hua Mak Campus 1 km; The Nine Neighborhood Center 1.4 km; Samitivej Srinakarin Hospital 2.2 km; Ramkhamhaeng Station 2.2 km; Hua Mark Airport Rail Link Station 3.3 km; Bangkok Hospital 3.8 km; Camillian Hospital 4 km; Suvarnabhumi Airport 15.7 km; Don Muang Airport 18.8 km; Central Festival EastVille 5.7 km; Arab Street 7.1 km; Central Embassy 7.8 km; Amarin Plaza 8.4 km; Gaysorn Shopping Mall 8.4 km; MBK Shopping Mall 9.6 km; Temple of the Golden Mount 12.1 km; Mega Bangna 13.3 km; Grand Palace 13.7 km; Wat Arun 14.1 km; ,Non-smoking rooms; Free WiFi; Air conditioning,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,178,Hyde11 By Joseph,"Room 1204 ,Sukhumvit  Soi 11  1080, Wattana, 10110 Bangkok, Thailand",,8.2,Sukhumvit Soi 11 0.2 km; Arab Street 0.4 km; BTS-Nana 0.4 km; Embassy of Sweden 0.4 km; Bumrungrad International Hospital 0.5 km; Krungthai Bank Head Office 0.5 km; Wattana Church 0.5 km; Soi Nana 0.5 km; Health Land Asoke 0.6 km; Korean Town 0.6 km; Starbucks Coffee 0.1 km; Don Muang Airport 20.2 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.7 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 2.1 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.9 km; Temple of the Golden Mount 5.5 km; Grand Palace 7 km; Wat Arun 7.4 km; Mega Bangna 17.1 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,179,D Varee Xpress Makkasan Hotel,"1643/5 New Phetchaburi Road, Makkasan, Ratchathevi, 10400 Bangkok, Thailand",3-star hotel,7.0,,Non-smoking rooms; Free parking; Family rooms; WiFi in all areas; Free WiFi; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,180,Arnoma Hotel Bangkok,"99 Ratchadamri Road, Pathumwan, Pathumwan, 10330 Bangkok, Thailand",4-star hotel,7.7,"Gaysorn Shopping Mall 0.2 km; Central World Plaza 0.2 km; Erawan Shrine 0.3 km; Police General Hospital 0.3 km; Amarin Plaza 0.3 km; BTS-Chit Lom 0.4 km; Central Chidlom 0.5 km; Royal Thai Police Headquarters 0.5 km; Platinum Fashion Mall 0.6 km; Central Embassy 0.6 km; Big C 0 km; Laem Charoen Seafood 0.2 km; Pratunam Market 0.5 km; Don Muang Airport 20.4 km; Suvarnabhumi Airport 23.4 km; Central World Plaza Popular brands like: Apple, H&M, Zara, Nike; The Platinum fashion mall Mall; SEA LIFE Bangkok Ocean World 0.6 km; Bangkok Art & Culture Centre 1.2 km; MBK Shopping Mall 1.3 km; Arab Street 1.4 km; Lumpini Park 1.7 km; Siam Discovery 2.6 km; Temple of the Golden Mount 3.8 km; Grand Palace 5.3 km; Wat Arun 5.7 km; Mega Bangna 18.6 km; ",Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; Fitness center; Spa; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,181,Ibis Bangkok Sukhumvit 4,"41 Sukhumvit Road, Soi 4, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.6,Wattana Church 0.2 km; Soi Nana 0.3 km; Embassy of Sweden 0.3 km; BTS-Nana 0.4 km; Arab Street 0.5 km; Korean Town 0.5 km; Krungthai Bank Head Office 0.6 km; Sukhumvit Soi 11 0.6 km; Embassy of the United Arab Emirates 0.6 km; Deutsche Bank Bangkok 0.6 km; Terminal 21 1.5 km; THE EMPORIUM 2.4 km; CENTRAL CHIDLOM 2.9 km; CENTRAL WORLD 3 km; Don Muang Airport 21 km; Suvarnabhumi Airport 21.9 km; Central Embassy 1 km; Amarin Plaza 1.4 km; Lumpini Park 1.4 km; Gaysorn Shopping Mall 1.6 km; SEA LIFE Bangkok Ocean World 2.1 km; MBK Shopping Mall 2.6 km; Temple of the Golden Mount 5.3 km; Grand Palace 6.8 km; Wat Arun 7 km; Mega Bangna 17 km; ,Non-smoking rooms; Free parking; Pet friendly; Facilities for disabled guests; Free WiFi; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,182,Au Bon Hostel,"33-35  Boonsiri Road   San chao por sua   Phra Nakhon Bangkok, 10200 Bangkok, Thailand",3 stars,8.1,,Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning; Daily housekeeping,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,183,Tango Vibrant Living Hotel,"11 Soi Wattnawong, Makasan, Pratunam, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,7.6,Ratchaprarop Station 0.2 km; Baiyoke Sky Tower 0.3 km; Wholesale Market (Pratunam) 0.3 km; Phyathai 1 Hospital 0.5 km; Shibuya 19 0.5 km; Platinum Fashion Mall 0.6 km; Pantip Plaza 0.7 km; Suan Pakkad Palace Museum 0.7 km; Bangkok Dolls Museum & Factory 0.8 km; King Power Complex 0.8 km; 7-Eleven 0.2 km; Don Muang Airport 19.6 km; Suvarnabhumi Airport 23.5 km; The Platinum fashion mall Mall; Gaysorn Shopping Mall 1 km; Amarin Plaza 1.1 km; Central Embassy 1.1 km; SEA LIFE Bangkok Ocean World 1.2 km; Bangkok Art & Culture Centre 1.5 km; Arab Street 1.7 km; MBK Shopping Mall 1.8 km; Temple of the Golden Mount 3.9 km; Grand Palace 5.5 km; Wat Arun 6 km; ,Non-smoking rooms; Free parking; Free WiFi; 24-hour front desk; Tea/Coffee Maker in All Rooms; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,184,PlayHaus Thonglor,"205/22-23 Sukhumvit soi 55 (Thonglor) Klongton Nua, Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,8.7,,Non-smoking rooms; Free parking; WiFi in all areas; Free WiFi; Tea/Coffee Maker in All Rooms; Bar,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,185,Silom Serene A Boutique Hotel,"7 Soi Pipat (Silom 3), Silom Road, Bangrak, Bang Rak, 10500 Bangkok, Thailand",4-star hotel,8.4,Bangkok Bank Head Office 0.1 km; Bangkok Christian Hospital 0.2 km; Patpong 0.3 km; Silom Nightlife Area 0.3 km; BTS-Chong Nonsi 0.3 km; MahaNakhon 0.4 km; Blue Elephant Sathorn 0.4 km; BTS-Sala Daeng 0.4 km; BNH Hospital 0.4 km; Silom Complex 0.5 km; Starbucks 0.2 km; Sizzler 0.5 km; Tops Supermarket 0.8 km; Don Muang Airport 22.9 km; Suvarnabhumi Airport 24 km; Silom Complex Department Store; Lumpini Park 1.3 km; MBK Shopping Mall 1.9 km; SEA LIFE Bangkok Ocean World 2.2 km; Amarin Plaza 2.2 km; Bangkok Art & Culture Centre 2.3 km; Central Embassy 2.6 km; Temple of the Golden Mount 4 km; Wat Arun 5 km; Grand Palace 5 km; Mega Bangna 18.3 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,186,Romance Hotel Sukhumvit 97,"99/9 Soi Sukhumvit 97, 10260 Bangkok, Thailand",3-star hotel,8.2,,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,187,Khaosan Palace Hotel,"139 Khaosan Road, Phra Nakorn, 10200 Bangkok, Thailand",3-star hotel,7.3,,Swimming pool; Outdoor pool; Non-smoking rooms; Free WiFi; Restaurant; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,188,Graceland Bangkok by Grace Hotel,"35 Nana Nua (soi 5), Sukhumvit Road, Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.0,,Swimming pool; Non-smoking rooms; Free parking; Room service; Facilities for disabled guests; Free WiFi; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,189,The Raweekanlaya Bangkok,"164-172 Krung Kasem Road, Bang Khun Phrom, Phra Nakhon, Dusit, 10200 Bangkok, Thailand",5-star hotel,8.6,National Library 0.5 km; UNESCAP and United Nations 0.6 km; Suan Sunandha Rajabhat University 0.7 km; Thewej Pier 0.7 km; Government House of Thailand 0.9 km; The Ananda Samakhom Throne Hall 1 km; Wat Benchamabophit 1 km; Wat Bowonniwet Vihara 1 km; Santichaiprakarn Park 1.1 km; Dusit Palace 1.1 km; Thewet Pier 0.7 km; Don Muang Airport 20 km; Suvarnabhumi Airport 27.8 km; Khao San Road 1.3 km; Temple of the Golden Mount 1.5 km; Bangkok National Museum 1.8 km; Temple of the Emerald Buddha 2.2 km; Grand Palace 2.4 km; Siam Discovery 2.8 km; Wat Arun 3.2 km; Bangkok Art & Culture Centre 3.6 km; MBK Shopping Mall 3.8 km; Central Embassy 5.2 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; very good Fitness Center; Spa; Free parking; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,190,Pathumwan Princess Hotel,"444 MBK Centre, Phayathai Road, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,8.9,,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; excellent Fitness Center; good Spa & Wellness Center; Bar; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,191,Al Meroz Hotel Bangkok - The Leading Halal Hotel,"4 Ramkamhaeng 5 Road, Suan Luang, 10250 Bangkok, Thailand",5-star hotel,8.5,Ramkhamhaeng Station 0.5 km; The Mall Shopping Center Bangkapi 1 km; Ramkhamhaeng University 1.7 km; Rajamangala National Stadium 2.1 km; Bangkok Hospital 2.2 km; Camillian Hospital 2.3 km; The Nine Neighborhood Center 2.4 km; Piyavate Hospital 2.6 km; The Commons 2.6 km; Health Land Ekkamai 2.7 km; Sofia Restaurant 0.1 km; Suvarnabhumi Airport 16.9 km; Don Muang Airport 19.4 km; Arab Street 5.4 km; Central Embassy 6.2 km; Central Festival EastVille 6.4 km; Amarin Plaza 6.8 km; Gaysorn Shopping Mall 6.8 km; MBK Shopping Mall 8 km; Temple of the Golden Mount 10.5 km; Grand Palace 12.1 km; Wat Arun 12.5 km; Mega Bangna 13.7 km; ,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; very good Fitness Center; Free parking; Tea/Coffee Maker in All Rooms; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,192,Kc Place Hotel Pratunam,"178/35 Rachaparop Soi 5, Rachaparop Road, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,7.9,,Non-smoking rooms; Family rooms; Free WiFi; 24-hour front desk; Room service; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,193,Forty Seven view by Pattiya,"1055/1263 State Tower - 47th Floor, Silom Road, Bangrak, Bang Rak, 10500 Bangkok, Thailand",,9.5,"Sky Bar at Lebua 0 km; Lerdsin Hospital 0.1 km; BTS-Saphan Taksin 0.4 km; Oriental Pier 0.4 km; Embassy of France, Bangkok 0.5 km; Sathorn Pier 0.5 km; BTS-Surasak 0.5 km; Taksin Bridge 0.6 km; Wat Yannawa 0.7 km; Sri Mariamman Temple (Wat Khaek) 0.7 km; sky bar lebua  0.1 km; Robinson  Top market 0.2 km; Yellow curry Restaurant 0.3 km; Iconsiam 2 km; Asiatigue shopping 4 km; Chao phaya River 0.4 km; Don Muang Airport 24 km; Suvarnabhumi Airport 25.4 km; MBK Shopping Mall 2.8 km; Lumpini Park 2.9 km; Bangkok Art & Culture Centre 3.2 km; SEA LIFE Bangkok Ocean World 3.4 km; Amarin Plaza 3.6 km; Gaysorn Shopping Mall 3.7 km; Temple of the Golden Mount 3.8 km; Wat Arun 4 km; Central Embassy 4.1 km; Grand Palace 4.2 km; ",Non-smoking rooms; Free parking; Free WiFi,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,194,Atlas Bangkok,"131/5-7 Sukhumvit 7/1, Sukhumvit Road, Wattana,, Wattana, 10110 Bangkok, Thailand",2-star hotel,7.4,BTS-Nana 0.1 km; Embassy of Sweden 0.1 km; Sukhumvit Soi 11 0.2 km; Wattana Church 0.2 km; Arab Street 0.3 km; Soi Nana 0.3 km; Korean Town 0.4 km; Krungthai Bank Head Office 0.4 km; Health Land Asoke 0.6 km; Bumrungrad International Hospital 0.6 km; Terminal21 0.7 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.1 km; Amarin Plaza 1.6 km; Gaysorn Shopping Mall 1.7 km; Lumpini Park 1.8 km; SEA LIFE Bangkok Ocean World 2.3 km; MBK Shopping Mall 2.8 km; Temple of the Golden Mount 5.5 km; Grand Palace 7 km; Wat Arun 7.3 km; Mega Bangna 17 km; ,Non-smoking rooms; Free WiFi; 24-hour front desk; Air conditioning; Laundry,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,195,Residence187 by ariva,"No.18, SUKHUMVIT SOI 7, KLONGTOEY NUA, Wattana, 10110 Bangkok, Thailand",4 stars,8.0,,Swimming pool; Outdoor pool; Non-smoking rooms; Free parking; Family rooms,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,196,At Smile House,"161 Trok Sa-Ke Tanao Road, Bowonniwet, Phranakorn, 10200 Bangkok, Thailand",2-star hotel,8.0,,Non-smoking rooms; Free parking; Family rooms; WiFi in all areas; Free WiFi; Bar,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,197,The Prestige Nana,"8/5-6 Soi Sukhumvit 3 (Nana Nua) Sukhumvit Rd., Klongtoey-Nua Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,7.5,Arab Street 0.2 km; Krungthai Bank Head Office 0.2 km; Bumrungrad International Hospital 0.3 km; Soi Nana 0.4 km; Sukhumvit Soi 11 0.4 km; Embassy of Sweden 0.4 km; BTS-Nana 0.4 km; BTS - Phloen Chit 0.5 km; Wattana Church 0.5 km; Deutsche Bank Bangkok 0.6 km; Bamboo 0 km; Shahrazad 0.1 km; Starbucks 0.1 km; Grand 5 Plaza 0.2 km; Bosphorus 0.3 km; Foodland 0.3 km; Au Bon Pain 0.5 km; Don Muang Airport 20.4 km; Suvarnabhumi Airport 22.1 km; Central Embassy 0.8 km; Amarin Plaza 1.3 km; Gaysorn Shopping Mall 1.4 km; Lumpini Park 1.9 km; SEA LIFE Bangkok Ocean World 2 km; MBK Shopping Mall 2.6 km; Temple of the Golden Mount 5.2 km; Grand Palace 6.7 km; Wat Arun 7 km; Mega Bangna 17.3 km; ,Free WiFi; Family rooms; 24-hour front desk; Air conditioning; Elevator,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,198,Sib Kao,"19/27-28 Sukhumvit Soi 19 Klongtuey-Na, Wattana, Wattana, 10110 Bangkok, Thailand",3-star hotel,9.0,"MRT-Sukhumvit 0.2 km; Terminal 21 0.2 km; Kamthieng House Museum 0.2 km; Health Land Asoke 0.2 km; Korean Town 0.2 km; BTS-Asok 0.2 km; Soi Cowboy 0.3 km; Citibank Bangkok 0.3 km; The Escape Hunt Experience Bangkok 0.4 km; Sukhumvit Soi 11 0.5 km; The Black Swan 0 km; Charlie Brown 0.1 km; El Gaucho 0.1 km; Gourmet Market 0.1 km; Terminal 21 0.1 km; Robinson 0.1 km; Starbucks Coffee 0.2 km; After You Dessert Cafe 0.2 km; Don Muang Airport 20.7 km; Suvarnabhumi Airport 21.2 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.8 km; Central Embassy 1.6 km; Amarin Plaza 2.1 km; Lumpini Park 2.1 km; Gaysorn Shopping Mall 2.2 km; MBK Shopping Mall 3.3 km; Temple of the Golden Mount 6 km; Grand Palace 7.5 km; Wat Arun 7.8 km; Mega Bangna 16.5 km; ",Non-smoking rooms; Family rooms; Free WiFi; 24-hour front desk; Terrace,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,199,Klassique Sukhumvit,"1933 Sukhumvit Road, Phra Khanong, Wattana, Bangkok, Wattana, 10250 Bangkok, Thailand",4-star hotel,7.1,,Non-smoking rooms; Free parking; Family rooms; WiFi in all areas; Free WiFi,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,200,39 Boulevard Executive Residence,"39 Sukhumvit Soi 39 (Phromchit), Klongton-Nua, Wattana, Wattana, 10110 Bangkok, Thailand",4 stars,7.9,Thailand Creative & Design Center 0.4 km; EmQuartier Shopping Mall 0.7 km; Samitivej Sukhumvit Hospital 0.7 km; Benjasiri Park 0.7 km; BTS-Phrom Phong 0.8 km; Emporium Shopping Mall 0.8 km; Soi Cowboy 0.9 km; Dental Hospital Bangkok 0.9 km; The Escape Hunt Experience Bangkok 0.9 km; The Terrace 49 0.9 km; Hotel Restaurant 0 km; 7-11 0 km; Suvarnabhumi Airport 20.1 km; Don Muang Airport 20.7 km; Arab Street 1.9 km; Central Embassy 2.7 km; Lumpini Park 3.1 km; Amarin Plaza 3.2 km; Gaysorn Shopping Mall 3.3 km; MBK Shopping Mall 4.4 km; Temple of the Golden Mount 7.1 km; Grand Palace 8.6 km; Wat Arun 8.8 km; Mega Bangna 15.5 km; ,Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Spa; Free parking,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,201,Well Hotel Bangkok,"10 Sukhumvit Soi 20, Sukhumvit Road, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",5-star hotel,8.6,,Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; very good Spa & Wellness Center; Free parking; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,202,Oriental Residence Bangkok,"110 Wireless Road, Lumpini Patumwan , Pathumwan, 10330 Bangkok, Thailand",5-star hotel,9.0,"Embassy of the United States of America, Bangkok 0 km; Embassy of the United Arab Emirates 0.3 km; Embassy of the Kingdom of the Netherlands, Bangkok 0.3 km; Deutsche Bank Bangkok 0.4 km; CIMB Thai Bank Head Office 0.4 km; BTS - Phloen Chit 0.6 km; Central Embassy 0.7 km; Central Chidlom 0.7 km; BTS-Chit Lom 0.7 km; Embassy of the United Kingdom, Bangkok 0.8 km; Tops Supermarket 0.2 km; Dean & Deluca 0.2 km; Gaggan 0.4 km; Nahm Restaurant 1.7 km; Issaya Siamese Club 2.1 km; Jatujak weekend Market 6.8 km; Don Muang Airport 21.2 km; Suvarnabhumi Airport 22.6 km; Amarin Plaza 0.8 km; Arab Street 0.9 km; Lumpini Park 0.9 km; Gaysorn Shopping Mall 1 km; SEA LIFE Bangkok Ocean World 1.5 km; MBK Shopping Mall 1.9 km; Temple of the Golden Mount 4.6 km; Grand Palace 6 km; Wat Arun 6.3 km; Mega Bangna 17.6 km; ",Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; Bar; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,203,Happy 3,"33/3 Soi Kasemsan3 Rama1 Wangmai Pathumwan, Phaya Thai, 10330 Bangkok, Thailand",3-star hotel,8.7,,Swimming pool; Non-smoking rooms; Free parking; Indoor pool; WiFi in all areas; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,204,Amari Watergate Bangkok,"847 Petchburi Road, Rajthevi, Pratunam, Phayathai, Pathumwan, 10400 Bangkok, Thailand",5-star hotel,8.7,,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; good Fitness Center; Spa; Tea/Coffee Maker in All Rooms; Bar; Excellent Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,205,"Marriott Executive Apartments Bangkok ,Sukhumvit Thonglor","2 Soi Sukhumvit 57,Klongtan Nua, Wattana, Wattana, 10110 Bangkok, Thailand",5 stars,9.0,BTS-Thong Lo 0.2 km; Ekkamai Eastern Bus Terminal 0.6 km; BTS-Ekkamai 0.6 km; Gateway Ekamai 0.7 km; Sukhumvit Hospital 0.9 km; Health Land Ekkamai 0.9 km; 9:53 Art Mall 1 km; Thonglor Nightlife Area 1 km; The Terrace 49 1.1 km; Dental Hospital Bangkok 1.1 km; Max Value 0.1 km; The Gardens of Dinsor Palace 0.2 km; The Commons 1.2 km; Suvarnabhumi Airport 18.7 km; Don Muang Airport 22 km; Arab Street 3.6 km; Lumpini Park 4.2 km; Central Embassy 4.4 km; Amarin Plaza 4.8 km; Gaysorn Shopping Mall 4.9 km; MBK Shopping Mall 5.9 km; Temple of the Golden Mount 8.7 km; Grand Palace 10 km; Wat Arun 10.2 km; Mega Bangna 13.6 km; ,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; excellent Fitness Center; Spa; Bar,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,206,STAY Hotel BKK,"45 Soi Ratchadaphisek 17, Ratchadaphisek Rd., Dindeang, Dindaeng, Din Daeng, 10400 Bangkok, Thailand",4-star hotel,8.4,,Swimming pool; Non-smoking rooms; good Fitness Center; Free parking; Family rooms; WiFi in all areas; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,207,Maverick Ratchada Hotel,"95 Soi Inthamara 45, Din Dang, Bangkok, Din Daeng, 10400 Bangkok, Thailand",3-star hotel,8.2,,Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Room service; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,208,VELA Hotel Bangkok.,"598 Soi Phayanak, Phetchaburi Road., Ratchathewi, Phaya Thai, 10400 Bangkok, Thailand",4-star hotel,8.4,,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; Free parking; Family rooms; Tea/Coffee Maker in All Rooms; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
