,hid,hname,hlocation,hstars,hratings,hnearby,hfacilities,hcheckin,hcheckout
0,10,Holiday Inn Bangkok Silom,"981 Silom Road, Bang Rak, 10500 Bangkok, Thailand",4-star hotel,8.6,"Lerdsin Hospital 0.2 km; Sri Mariamman Temple (Wat Khaek) 0.4 km; Sky Bar at Lebua 0.4 km; BTS-Surasak 0.5 km; The Neilson Hays Library 0.6 km; Embassy of France, Bangkok 0.6 km; Bangkokian Museum 0.6 km; Oriental Pier 0.7 km; Health Land Sathorn 0.7 km; BTS-Saphan Taksin 0.8 km; TOP Supermarket 0.2 km; Don Muang Airport 23.7 km; Suvarnabhumi Airport 25.2 km; MBK Shopping Mall 2.5 km; Lumpini Park 2.5 km; Bangkok Art & Culture Centre 2.9 km; SEA LIFE Bangkok Ocean World 3 km; Amarin Plaza 3.3 km; Gaysorn Shopping Mall 3.3 km; Central Embassy 3.7 km; Temple of the Golden Mount 3.7 km; Wat Arun 4.1 km; Grand Palace 4.3 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; very good Fitness Center; Free parking; Family rooms; Bar; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,11,K Maison Boutique Hotel,"116/17-21 Rangnam Road, Pathumwan, 10400 Bangkok, Thailand",4-star hotel,8.6,King Power Complex 0.3 km; Phyathai 1 Hospital 0.3 km; Aksra Theatre 0.4 km; Ratchaprarop Station 0.4 km; Baiyoke Sky Tower 0.5 km; Suan Pakkad Palace Museum 0.5 km; Shibuya 19 0.6 km; Bangkok Dolls Museum & Factory 0.6 km; BTS-Victory Monument 0.6 km; Phaya Thai Station 0.7 km; CENTURY SHOPPING MALL 1 km; Don Muang Airport 19.2 km; Suvarnabhumi Airport 23.8 km; Gaysorn Shopping Mall 1.5 km; Siam Discovery 1.5 km; SEA LIFE Bangkok Ocean World 1.6 km; Amarin Plaza 1.7 km; Central Embassy 1.7 km; Bangkok Art & Culture Centre 1.8 km; MBK Shopping Mall 2.1 km; Temple of the Golden Mount 3.8 km; Grand Palace 5.4 km; Wat Arun 6 km; ,Non-smoking rooms; Spa; Free parking; WiFi in all areas; Room service; Free WiFi; Excellent Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,12,Holiday Inn Express Bangkok Sathorn,"51 Soi Pipat Silom, Bangrak, Bang Rak, 10500 Bangkok, Thailand",3-star hotel,8.6,,Non-smoking rooms; Fitness center; Free parking; WiFi in all areas; Facilities for disabled guests; Free WiFi; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,13,"Bandara Suites Silom, Bangkok","75/1 Saladaeng Road, Silom, Bangrak, Bang Rak, 10500 Bangkok, Thailand",4-star hotel,8.5,"Australian Embassy 0.2 km; Moon Bar Bangkok 0.3 km; BNH Hospital 0.4 km; MRT-Silom 0.4 km; Silom Complex 0.4 km; Embassy of Germany, Bangkok 0.5 km; Silom Soi 2 0.5 km; Silom Soi 4 0.5 km; BTS-Sala Daeng 0.5 km; Silom Nightlife Area 0.7 km; Touka Restaurant, Japanese Restaurant 0 km; Bandara Cafe Restaurant, All day dining with International and local Thai food 0 km; Tops Supermarket at Silom Complex 0.7 km; Gourmet Market at Paragon Department Store 3.2 km; Siam Squre (Fashion Street Market) 3.2 km; Platinum Fashion Mall at Pratunum 3.5 km; Chopraya River 3.5 km; Don Muang Airport 22.8 km; Suvarnabhumi Airport 23.2 km; Silom Complex Department Store; Lumpini Park 0.7 km; Amarin Plaza 2 km; Gaysorn Shopping Mall 2.2 km; MBK Shopping Mall 2.2 km; Central Embassy 2.2 km; SEA LIFE Bangkok Ocean World 2.3 km; Temple of the Golden Mount 4.6 km; Grand Palace 5.7 km; Wat Arun 5.8 km; Mega Bangna 17.6 km; ",Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,14,Le Tada Residence,"440/9 Ratchawithi Soi 3, Pratunam, Ratchathewi, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,8.4,Aksra Theatre 0.2 km; King Power Complex 0.2 km; BTS-Victory Monument 0.4 km; Victory Monument 0.4 km; Phyathai 1 Hospital 0.6 km; Suan Pakkad Palace Museum 0.6 km; Ratchaprarop Station 0.7 km; Bangkok Dolls Museum & Factory 0.8 km; Phaya Thai Station 0.8 km; Shibuya 19 0.8 km; Lotus Express 0.3 km; Kuong Seafood 0.6 km; Mezzanine Cafe 0.6 km; Don Muang Airport 18.9 km; Suvarnabhumi Airport 24 km; Siam Discovery 1.3 km; Gaysorn Shopping Mall 1.8 km; SEA LIFE Bangkok Ocean World 1.8 km; Bangkok Art & Culture Centre 1.9 km; Amarin Plaza 2 km; Central Embassy 2 km; MBK Shopping Mall 2.3 km; Temple of the Golden Mount 3.7 km; Grand Palace 5.4 km; Wat Arun 5.9 km; ,Swimming pool; Airport shuttle; Non-smoking rooms; good Fitness Center; Spa; Free parking; Tea/Coffee Maker in All Rooms; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,15,Novotel Bangkok Fenix Silom,"320 Silom Road, Bang Rak, 10500 Bangkok, Thailand",4-star hotel,8.0,"Lerdsin Hospital 0.1 km; Sky Bar at Lebua 0.2 km; Embassy of France, Bangkok 0.4 km; Sri Mariamman Temple (Wat Khaek) 0.5 km; Oriental Pier 0.5 km; BTS-Surasak 0.5 km; Bangkokian Museum 0.6 km; The Neilson Hays Library 0.7 km; BTS-Saphan Taksin 0.7 km; Sathorn Pier 0.7 km; Central Silom Tower 0.1 km; Patpong Night Market 0.9 km; Somboon Seafood Surawong 1.3 km; Eat Me Restaurant 2 km; Asiatique 2.8 km; Chaophaya River 1.2 km; Don Muang Airport 23.8 km; Suvarnabhumi Airport 25.3 km; MBK Shopping Mall 2.6 km; Lumpini Park 2.7 km; Bangkok Art & Culture Centre 2.9 km; SEA LIFE Bangkok Ocean World 3.1 km; Amarin Plaza 3.4 km; Gaysorn Shopping Mall 3.4 km; Temple of the Golden Mount 3.7 km; Central Embassy 3.8 km; Wat Arun 4 km; Grand Palace 4.2 km; ",Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; Fitness center; Spa; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,16,Arte Hotel,"29 Sukhumvit Soi 19, Sukhumvit Road, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.7,"Health Land Asoke 0.1 km; Kamthieng House Museum 0.2 km; MRT-Sukhumvit 0.2 km; Korean Town 0.3 km; Terminal 21 0.3 km; BTS-Asok 0.4 km; Soi Cowboy 0.4 km; Citibank Bangkok 0.4 km; The Escape Hunt Experience Bangkok 0.4 km; Sukhumvit Soi 11 0.5 km; Paris Mikki 0.1 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 21.3 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.7 km; Central Embassy 1.6 km; Amarin Plaza 2.1 km; Gaysorn Shopping Mall 2.2 km; Lumpini Park 2.2 km; MBK Shopping Mall 3.3 km; Temple of the Golden Mount 6 km; Grand Palace 7.5 km; Wat Arun 7.8 km; Mega Bangna 16.5 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; Family rooms; Bar,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,17,Crowne Plaza Bangkok Lumpini Park,"952 Rama 4, Bang Rak, 10500 Bangkok, Thailand",5-star hotel,8.8,Silom Soi 2 0.1 km; Silom Soi 4 0.1 km; MRT-Silom 0.2 km; Silom Complex 0.2 km; BTS-Sala Daeng 0.2 km; King Chulalongkorn Memorial Hospital 0.3 km; Silom Nightlife Area 0.3 km; Snake Farm-Queen Saovabha Memorial Institute 0.4 km; Patpong 0.4 km; Bangkok Christian Hospital 0.5 km; 7-11 Convenient Store 0 km; Don Muang Airport 22.4 km; Suvarnabhumi Airport 23.6 km; Silom Complex Department Store; Lumpini Park 0.7 km; MBK Shopping Mall 1.7 km; Amarin Plaza 1.7 km; SEA LIFE Bangkok Ocean World 1.8 km; Gaysorn Shopping Mall 1.8 km; Central Embassy 2 km; Temple of the Golden Mount 4.1 km; Grand Palace 5.2 km; Wat Arun 5.3 km; Mega Bangna 18.1 km; ,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; good Fitness Center; Spa; Bar; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,18,Best Western Premier Sukhumvit,"78 Sukhumvit Soi 1, Klongtoey Nua, Bangkok, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.2,"Bumrungrad International Hospital 0.1 km; Krungthai Bank Head Office 0.4 km; BTS - Phloen Chit 0.5 km; Arab Street 0.5 km; Embassy of the United Kingdom, Bangkok 0.6 km; Central Embassy 0.6 km; Deutsche Bank Bangkok 0.7 km; Soi Nana 0.7 km; Sukhumvit Soi 11 0.7 km; Embassy of Sweden 0.8 km; 7-11 0 km; Hyde and Seek gastro bar 0.8 km; Central Embrassy 1 km; Siam Paragon 2 km; Terminal 21 2.5 km; Soi Cowboy 2.5 km; Don Muang Airport 20.1 km; Suvarnabhumi Airport 22.3 km; Amarin Plaza 1.2 km; Gaysorn Shopping Mall 1.2 km; SEA LIFE Bangkok Ocean World 1.8 km; Lumpini Park 2 km; Bangkok Art & Culture Centre 2.3 km; MBK Shopping Mall 2.4 km; Temple of the Golden Mount 4.9 km; Grand Palace 6.5 km; Wat Arun 6.8 km; Mega Bangna 17.7 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,19,Pullman Bangkok King Power,"8/2 Rangnam Road,Thanon Phayathai Ratchathewi, Pathumwan, 10400 Bangkok, Thailand",5-star hotel,8.9,,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; excellent Fitness Center; Spa; Bar,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,20,FuramaXclusive Sukhumvit,"27 Sukhumvit Soi 1, Sukhumvit Rd., Wattana, Wattana, 10110 Bangkok, Thailand",4-star hotel,7.4,,Swimming pool; Outdoor pool; Non-smoking rooms; Fitness center; Free parking; Family rooms; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,21,Mercure Bangkok Sukhumvit 11,"18 Sukhumvit Soi 11, Wattana, 10110 Bangkok, Thailand",4-star hotel,8.8,Sukhumvit Soi 11 0.1 km; BTS-Nana 0.3 km; Arab Street 0.4 km; Embassy of Sweden 0.4 km; Wattana Church 0.5 km; Health Land Asoke 0.5 km; Soi Nana 0.5 km; Krungthai Bank Head Office 0.5 km; Korean Town 0.5 km; Bumrungrad International Hospital 0.6 km; Robinson Department Store /Terminal 21 0.8 km; Mulligan 0 km; Villa Market (Supermarket) 0.2 km; Don Muang Airport 20.3 km; Suvarnabhumi Airport 21.7 km; Central Embassy 1.2 km; Amarin Plaza 1.7 km; Gaysorn Shopping Mall 1.8 km; Lumpini Park 2.1 km; SEA LIFE Bangkok Ocean World 2.4 km; MBK Shopping Mall 3 km; Temple of the Golden Mount 5.6 km; Grand Palace 7.1 km; Wat Arun 7.4 km; Mega Bangna 17 km; ,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; Tea/Coffee Maker in All Rooms; Bar; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,22,Hotel Muse Bangkok Langsuan - MGallery Collection,"55/555 Langsuan Road, Lumpini, Pathumwan, Pathumwan, 10330 Bangkok, Thailand",5-star hotel,9.0,"CIMB Thai Bank Head Office 0.1 km; Embassy of the Kingdom of the Netherlands, Bangkok 0.2 km; Embassy of the United States of America, Bangkok 0.4 km; BTS-Chit Lom 0.4 km; BTS-Rachadamri 0.5 km; Amarin Plaza 0.5 km; Central Chidlom 0.5 km; Embassy of the United Arab Emirates 0.5 km; Central Embassy 0.5 km; Erawan Shrine 0.6 km; Mercury Ville 0.5 km; All 6 to 12 0.2 km; Gaggan 0.5 km; Wine Bridge Langsuan 0.6 km;  Khrua Nai Baan 0.6 km; Home Kitchen 0.8 km; Central Food Hall 1 km; Lumpini Park 0.6 km; Benjakitti Park 1.5 km; Don Muang Airport 21 km; Suvarnabhumi Airport 23 km; Gaysorn Shopping Mall 0.6 km; Lumpini Park 1 km; SEA LIFE Bangkok Ocean World 1.1 km; Arab Street 1.1 km; MBK Shopping Mall 1.6 km; Bangkok Art & Culture Centre 1.6 km; Temple of the Golden Mount 4.3 km; Grand Palace 5.7 km; Wat Arun 6 km; Mega Bangna 18 km; ",Swimming pool; Outdoor pool; Non-smoking rooms; good Fitness Center; Free parking; Family rooms; Tea/Coffee Maker in All Rooms; Bar; Very Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,23,Sawasdee Hotel @ Sukhumvit Soi 8,"42 Sukhumvit Soi 8, Sukhumvit Road, Klongtoey, Klongtoey, Khlong Toei, 10110 Bangkok, Thailand",3-star hotel,7.7,"Korean Town 0.4 km; Wattana Church 0.4 km; BTS-Asok 0.5 km; Embassy of Sweden 0.5 km; BTS-Nana 0.5 km; Terminal 21 0.5 km; Soi Nana 0.6 km; Citibank Bangkok 0.6 km; The Escape Hunt Experience Bangkok 0.7 km; Soi Cowboy 0.7 km; Viva 0.7 km; Moonsoon 0.7 km; Terminal 21 1.5 km; Klongtoey 3 km; Chaophraya River 15 km; Don Muang Airport 21.1 km; Suvarnabhumi Airport 21.6 km; Terminal 21 Popular brands like: H&M, Nike; Arab Street 0.7 km; Central Embassy 1.4 km; Lumpini Park 1.6 km; Amarin Plaza 1.8 km; Gaysorn Shopping Mall 1.9 km; MBK Shopping Mall 3 km; Temple of the Golden Mount 5.7 km; Grand Palace 7.1 km; Wat Arun 7.3 km; Mega Bangna 16.6 km; ",Airport shuttle; Non-smoking rooms; WiFi in all areas; Free WiFi; 24-hour front desk; Tea/Coffee Maker in All Rooms; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,24,Grand Business Inn,"2/4, 2/11 Sukhumvit 11, Sukhumvit Road, Wattana, Wattana, 10110 Bangkok, Thailand",,8.0,,Non-smoking rooms; Free WiFi; Restaurant; 24-hour front desk; Room service; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,25,6 Days 7 Nights BKK,"694/52 Soi Phayanak, Petchaburi Road, Ratchathewi, Phaya Thai, 10400 Bangkok, Thailand",,8.6,,Non-smoking rooms; Free WiFi; Restaurant; Air conditioning,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,26,Charlie House Pin Klao,"272 Borommarat Chachonnani Road, Bang Bamru, Bang Phlat, 10700 Bangkok, Thailand",3-star hotel,8.4,Central Plaza Pinklao 0.5 km; Chaophya Hospital 1.2 km; Chang Chui Bangkok 1.7 km; Royal Barge Museum 1.9 km; Royal Thai Monastery 1.9 km; Somdet Phra Pinklao Bridge 2.1 km; Phra Arthit Pier 2.2 km; Thewej Pier 2.2 km; Santichaiprakarn Park 2.2 km; Siriraj Hospital 2.2 km; Tesco Lotus Pinklao 0.5 km; Major Cineplex Pinklao 0.5 km; McDonald's 0.5 km; KFC 0.5 km; Sizzler (steak and salad) 0.5 km; Starbucks 0.5 km; Central Plaza Pinklao 0.6 km; Khaosan Road 2.8 km; China Town (Yaowarat) 5.5 km; Chaopraya River 2.5 km; Don Muang Airport 20.6 km; Suvarnabhumi Airport 30.7 km; Bangkok National Museum 2.6 km; Khao San Road 2.8 km; Temple of the Emerald Buddha 3.2 km; Grand Palace 3.3 km; Dusit Palace 3.8 km; Temple of the Golden Mount 3.9 km; Wat Arun 3.9 km; Siam Discovery 5.5 km; MBK Shopping Mall 6.5 km; Central Embassy 8 km; ,Swimming pool; Airport shuttle; Outdoor pool; Non-smoking rooms; Family rooms; Room service; Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,27,ibis Bangkok Siam,"Rama 1 Road, Wangmai, Pathumwan, Phaya Thai, 10330 Bangkok, Thailand",3-star hotel,8.1,"BTS-National Stadium 0 km; Bangkok Art & Culture Centre 0.2 km; Madame Tussauds Bangkok 0.3 km; The Jim Thompson House 0.3 km; MBK Shopping Mall 0.4 km; Suphachalasai Stadium 0.4 km; Siam Center 0.4 km; British Council Thailand 0.6 km; BTS-Siam 0.6 km; BTS-Ratchathewi 0.6 km; MBK MAHBOONKRONG 0.1 km; SIAM PARAGON 0.7 km; PRATU NUM MARKET 1.7 km; PLATINUM MALL 1.9 km; Don Muang Airport 20.9 km; Suvarnabhumi Airport 24.7 km; Siam Center Luxury; Siam Discovery Popular brands like: Apple, Nike; MBK Shopping Mall Popular brands like: Apple, Nike; SEA LIFE Bangkok Ocean World 0.7 km; Gaysorn Shopping Mall 1.3 km; Amarin Plaza 1.4 km; Central Embassy 1.9 km; Lumpini Park 2.2 km; Siam Discovery 2.4 km; Temple of the Golden Mount 2.5 km; Arab Street 2.7 km; Grand Palace 4 km; Wat Arun 4.4 km; ",Non-smoking rooms; Free parking; Pet friendly; Facilities for disabled guests; Free WiFi; Tea/Coffee Maker in All Rooms; Bar; Good Breakfast,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,28,Thanabhumi,"365/15-16 Phra Sumen Road, Bowon Niwet, Phra Nakhon, 10200 Bangkok, Thailand",2 stars,9.5,Wat Bowonniwet Vihara 0.2 km; Bangkok City Library 0.4 km; Democracy Monument 0.4 km; Khao San Road Night Market 0.5 km; Khao San Road 0.5 km; Rattanakosin Exhibition Hall 0.6 km; Wat Chana Song Khram 0.7 km; Wat Ratchanadda 0.7 km; Bangkok City Hall 0.7 km; UNESCAP and United Nations 0.8 km; Thip Sa Mai 0.8 km; Mit Ko Yuan 0.8 km; Krua Ap Sorn 0.8 km; Don Muang Airport 20.9 km; Suvarnabhumi Airport 28 km; Temple of the Golden Mount 0.9 km; Bangkok National Museum 1 km; Temple of the Emerald Buddha 1.3 km; Grand Palace 1.6 km; Dusit Palace 1.9 km; Wat Arun 2.4 km; Siam Discovery 3.3 km; Bangkok Art & Culture Centre 3.5 km; MBK Shopping Mall 3.6 km; Central Embassy 5.2 km; ,Free WiFi; Terrace; Air conditioning; Baggage storage,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,29,Pho Place,"99 Trok Pho, Samphanthawong , 10100 Bangkok, Thailand",3 stars,8.4,,Non-smoking rooms; Free parking; Free WiFi; 24-hour front desk,"Friday, March 1, 2019","Saturday, March 2, 2019"
0,30,Kim Korner Hotel,"37/5-6 Phetchaburi Road, Thanon Phaya Thai, Ratchathewi, Bangkok, Pathumwan, 10400 Bangkok, Thailand",3-star hotel,8.2,Shibuya 19 0.1 km; Baiyoke Sky Tower 0.2 km; Wholesale Market (Pratunam) 0.3 km; Pantip Plaza 0.3 km; Platinum Fashion Mall 0.3 km; Phyathai 1 Hospital 0.3 km; Suan Pakkad Palace Museum 0.4 km; Ratchaprarop Station 0.4 km; Phaya Thai Station 0.5 km; BTS-Phaya Thai 0.6 km; 7/11 0 km; Once upon a time 0.1 km; Pratunam Market 0.1 km; Go Ang Chicken Rice 0.2 km; Platinum Mall 0.2 km; Don Muang Airport 19.8 km; Suvarnabhumi Airport 23.9 km; The Platinum fashion mall Mall; SEA LIFE Bangkok Ocean World 0.9 km; Gaysorn Shopping Mall 1 km; Bangkok Art & Culture Centre 1.1 km; Amarin Plaza 1.1 km; Central Embassy 1.4 km; MBK Shopping Mall 1.4 km; Siam Discovery 1.8 km; Temple of the Golden Mount 3.4 km; Grand Palace 5 km; Wat Arun 5.5 km; ,Non-smoking rooms; Family rooms; Free WiFi; 24-hour front desk; Air conditioning; Tea/Coffee Maker in All Rooms,"Friday, March 1, 2019","Saturday, March 2, 2019"
