,hotel_id_in_our_database,hotel_user_Ratings,hotel_user_Ratings_text,hotel_room_Type_Names,hotel_room_Prices,hotel_room_Currency,hotel_room_Benefits,hotel_room_Capacities,feature_data,hotel_room_Prices_standard
143,6,7.4,Very good,Superior Double or Twin,746.0,฿,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds and 1 double bed&&Room size: 24 m²/258 ft²&&Street view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",746.0
144,6,7.4,Very good,Superior Double or Twin,969.0,฿,Book without credit card ;Pay at the hotel ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': '2 single beds and 1 double bed&&Room size: 24 m²/258 ft²&&Street view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",969.0
145,6,7.4,Very good,Double,736.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",736.0
146,6,7.4,Very good,Double,932.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': 'Air conditioning&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",932.0
147,6,7.4,Very good,Superior Room,760.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': '', 'Safety and security features': '', 'Guest ratings': '&&&&'}",760.0
148,6,7.4,Very good,Superior Room,860.0,฿,Free Breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 0}","{'Features': 'Free Wi-Fi&&', 'Bathroom and toiletries': '', 'Entertainment ': 'Free Wi-Fi in all rooms!&&', 'Comforts': '', 'Safety and security features': '', 'Guest ratings': '&&&&'}",860.0
149,6,7.4,Very good,Superior Double or Twin Room,793.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds and 1 double bed&&Room size: 24 m²/258 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",793.0
150,6,7.4,Very good,Superior Double or Twin Room,843.0,฿,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '2 single beds and 1 double bed&&Room size: 24 m²/258 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds, &&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Interconnecting room(s) available&&Seating area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': '', 'Guest ratings': '&&&&'}",843.0
151,6,7.4,Very good,Deluxe Double Bed,1229.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '3 double beds&&Room size: 30 m²/323 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '3 double beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1229.0
152,6,7.4,Very good,Deluxe Double Bed,1306.0,฿,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '3 double beds&&Room size: 30 m²/323 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '3 double beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&', 'Clothing and laundry': 'Closet&&Clothes rack&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1306.0
153,6,7.4,Very good,Deluxe Double,1229.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '3 double beds&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '3 double beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1229.0
154,6,7.4,Very good,Deluxe Double,1306.0,฿,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '3 double beds&&Room size: 25 m²/269 ft²&&Balcony/terrace&&Non-smoking&&Shower and bathtub&&Free Wi-Fi&&', 'Bed types': '3 double beds&&', 'Bathroom and toiletries': 'Bathrobes&&Hair dryer&&Mirror&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&', 'Comforts': 'Air conditioning&&', 'Dining, drinking, and snacking': 'Free bottled water&&Mini bar&&Refrigerator&&', 'Layout and furnishings': 'Desk&&', 'Safety and security features': 'In-room safe box&&', 'Guest ratings': '&&&&'}",1306.0
155,7,7.5,Very good,Apartment with Balcony,441.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 26 m²/280 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Cleaning products&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Microwave&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Washing machine&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&'}",441.0
156,7,7.5,Very good,Apartment with Balcony,473.0,฿,"Pay nothing until March 4, 2019 ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 26 m²/280 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Cleaning products&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Microwave&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Washing machine&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&'}",473.0
157,7,7.5,Very good,Apartment with Balcony,592.0,฿,"Pay at the hotel ;Free Wi-Fi ;Free cancellation before March 6, 2019 ;","{'adults': 2, 'children': 0, 'extra_bed': 1}","{'Features': '1 king bed&&Room size: 26 m²/280 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Cleaning products&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Complimentary tea&&Free bottled water&&Free instant coffee&&Microwave&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&', 'Clothing and laundry': 'Closet&&Clothes rack&&Washing machine&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&'}",592.0
158,8,8.1,Excellent,Deluxe Double Room,511.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",511.0
159,8,8.1,Excellent,Deluxe Double Room,667.0,฿,Book without credit card ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",667.0
160,8,8.1,Excellent,Deluxe Double Room,677.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",677.0
161,8,8.1,Excellent,Deluxe Twin Room,511.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '2 single beds&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",511.0
162,8,8.1,Excellent,Deluxe Twin Room,667.0,฿,Book without credit card ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '2 single beds&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",667.0
163,8,8.1,Excellent,Deluxe Twin Room,677.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '2 single beds&&Room size: 28 m²/301 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '2 single beds&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",677.0
164,8,8.1,Excellent,Premium Room,608.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 32 m²/344 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",608.0
165,8,8.1,Excellent,Premium Room,776.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 32 m²/344 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",776.0
166,8,8.1,Excellent,Premium Room,871.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 32 m²/344 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Blackout curtains&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",871.0
167,8,8.1,Excellent,Suite Room,705.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 36 m²/388 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",705.0
168,8,8.1,Excellent,Suite Room,876.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 36 m²/388 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",876.0
169,8,8.1,Excellent,Suite Room,982.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 king bed&&Room size: 36 m²/388 ft²&&City view&&Balcony/terrace&&Non-smoking&&Shower&&Free Wi-Fi&&', 'Bed types': '1 king bed&&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Sofa&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",982.0
170,8,8.1,Excellent,Family Room,802.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 3, 'children': 2, 'extra_bed': 0}","{'Features': '1 single bed and 1 double bed&&Room size: 45 m²/484 ft²&&City view&&Balcony/terrace&&Smoking allowed&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",802.0
171,8,8.1,Excellent,Family Room,977.0,฿,Free breakfast for 3 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 3, 'children': 2, 'extra_bed': 0}","{'Features': '1 single bed and 1 double bed&&Room size: 45 m²/484 ft²&&City view&&Balcony/terrace&&Smoking allowed&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",977.0
172,8,8.1,Excellent,Family Room,1094.0,฿,Free breakfast for 3 ;Free Wi-Fi ;Cancellation policy ;,"{'adults': 3, 'children': 2, 'extra_bed': 0}","{'Features': '1 single bed and 1 double bed&&Room size: 45 m²/484 ft²&&City view&&Balcony/terrace&&Smoking allowed&&Shower&&Free Wi-Fi&&', 'Bed types': '1 single bed, &&', 'Bathroom and toiletries': 'Additional toilet&&Hair dryer&&Mirror&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",1094.0
173,8,8.1,Excellent,Executive,802.0,฿,Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 double bed&&Room size: 40 m²/431 ft²&&City view&&Balcony/terrace&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Additional bathroom&&Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",802.0
174,8,8.1,Excellent,Executive,977.0,฿,Free breakfast for 2 ;Free Wi-Fi ;Extra low price! (non-refundable) ;,"{'adults': 2, 'children': 2, 'extra_bed': 0}","{'Features': '1 double bed&&Room size: 40 m²/431 ft²&&City view&&Balcony/terrace&&Shower&&Free Wi-Fi&&', 'Bed types': '1 double bed&&', 'Bathroom and toiletries': 'Additional bathroom&&Additional toilet&&Hair dryer&&Toiletries&&Towels&&', 'Entertainment ': 'Free Wi-Fi in all rooms!&&Satellite/cable channels&&Telephone&&', 'Comforts': 'Air conditioning&&Linens&&Private entrance&&Wake-up service&&', 'Dining, drinking, and snacking': 'Coffee/tea maker&&Free bottled water&&Free instant coffee&&Refrigerator&&', 'Layout and furnishings': 'Desk&&Seating area&&Separate dining area&&Wooden/parqueted flooring&&', 'Clothing and laundry': 'Closet&&Clothes dryer&&Clothes rack&&Dressing room&&', 'Safety and security features': 'Smoke detector&&', 'Guest ratings': '&&&&'}",977.0
